Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Status,Assessor.1,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Meeko,11-02-IM,2,2020-01-16,A,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,29/05/2020,W,A,,,3.0,5.0,1.0,,,1.0,,,3,1,1,3,Very distracted and needing support and encouragement to keep walking because of it,,1,"Scent distracted and not completely grasping the stand and wait command, hence quite distracted, wanting to move around and sit alot",,2.0,Scent distracted - looking for treats in handlers hands and breaking sit to sniff around.,,1,1.0,,Once again- scent distraction causing breaks. There is a possibility of body sensitivity here with not wanting to go down completely and/or breaking the down almost immediately and needing loads of handler support. ,,2.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,2,3,4,4,3,2.0,2.0,2.0,2,2.0,5,,,,2,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,,Both,3.0,1,2.0,,2.0,,,2,3.0,,While he does have a look at the dog and wags tail it is very short lived and not from the beginning - he is more interested in exploring and doesnt attempt to move toward the dog. It took several times before he went back to handler because of his high scent distraction,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,2.0,,,2.0,4.0,1.0,1.0,1.0,No,,Even while at the gate and technically orientated there - he was still sniffing about. ,3.0,,,,4.0,,Sight change in posture - his head and ears slightly perk up - but very minor and almost immediate recovery,,,,,,,,,,,
Kain,11-11-IK,1,2019-12-18,A,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,15/07/2020,AD,A,,,2.0,4.0,1.0,Scratching - body sensitive?,,2.0,,,3,1,1,2,,,3,Whines and scratches and barks. Not the most stationary of stands and not quite happy to be doing it but not bad.,,3.0,A bit distracted by the background and air scenting. Handler remains crouched at his side,,3,1.0,,Handler remains crouched beside him. constant sniffing and very distracted by environment,,4.0,3,No,No,,Low tail carriage,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,,have said yes to playing as handler took the towel from his mouth and he was slight activated when it was taken away,,6,5,5,6,6,4.0,4.0,6.0,4,5.0,6,,Quite obsessed with the teddy and food - especially teddy. Handler almost incapable of controlling him and nearly pulled off her feet. ,,5,Jumps up at handler in the beginner - does modulate but I dont think he would have maintained much longer than he did. ,,Left,4.0,1,2.0,,2.0,Video change over - new video not good quality - tilted 90 degrees and missed part of the session with the kong also not stable  ,,3,3.0,,Does look at dog but doesnt move toward the dog - only moves off to explore environment when dog is being put away. Cant see the entirety of this reaction due to the quality of the reaction so scored on what I could see,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,While he modulates well enough he def isnt settled ,,1.0,1.0,3.0,,3.0,Camera with handler/assessor so dog isnt completely isolated ,,5.0,1.0,2.0,1.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,
Katie,11-21-IK,1,2019-12-12,B,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,08/06/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,2,2,2,1,,,2,,,2.0,,,2,2.0,,,,2.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,,,,4,4,4,4,3,3.0,3.0,3.0,3,4.0,5,,,,5,"sits, jumps at handler, down, sits, down, sits",,None,3.0,3,2.0,,2.0,,,4,1.0,,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,2.0,,,2.0,4.0,3.0,2.0,1.0,No,,problem with equipment,3.0,,,,4.0,,,,,,,,,,,,,
Kaiser,11-24-IK,1,2019-12-13,A,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,20/07/2020,GD,A,,,2.0,5.0,2.0,Bit of whining . ,,1.0,,,3,2,2,1,Sometimes falls to heel but walks mostly ahead,,3,Quite distracted and activated. Licking handlers hand. ,,1.0,Whining barking and breaking - quite distracted and activated. Needed lots of handler support. ,,1,1.0,,"Whining, barking and breaking ",,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,,,,6,4,4,4,1,2.0,3.0,4.0,4,5.0,6,,,,5,"Activated, lip smacking, whining, barking, attention seeking, jumping up at handler",,None,4.0,3,3.0,,3.0,,,6,1.0,,,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,No,,,,1.0,1.0,3.0,,2.0,,,4.0,3.0,2.0,2.0,1.0,No,,,1.0,,,,4.0,,Quick recovery,,,,,,,,,,,
Katie,11-21-IK,2,2020-01-28,B,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,08/06/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,2,3,2,2,,,1,,,2.0,,,3,3.0,,handler stays crouched down beside dog,,4.0,1,No,No,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,4,4,3,6,3,3.0,3.0,6.0,4,5.0,6,,,,5,"jumps up for kong when being handed in, sits, downs, ",,Righ,3.0,3,2.0,,3.0,,,5,1.0,,handler walks towards dog and calls dog then,,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,3.0,2.0,,2.0,,,2.0,4.0,4.0,1.0,1.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,
Kain,11-11-IK,2,2020-01-16,A,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,15/07/2020,AD,A,,,2.0,5.0,1.0,,,1.0,,,3,2,2,1,,,2,Started off well but broke toward the end- distracted and bored,,2.0,Handler crouched by dogs side,,4,3.0,,Handler remains crouched,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,6,2,2,3,3,3.0,2.0,4.0,4,5.0,4,,,,5,Jumping up at handler and staring very intently,,Both,3.0,1,1.0,,2.0,Dog on lead still so has to keep close to and follow the handler,,4,0.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,No,,Sits on commands.,,1.0,1.0,3.0,,2.0,Quickly loses interest,,4.0,3.0,1.0,4.0,4.0,No,,Dog goes through gate,3.0,,,,6.0,,,,,,,,,,,,,
Meg,11-22-IM,1,2019-12-12,B,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,31/01/2020,W,B,,,2.0,4.0,2.0,problem with equipment,,1.0,,,1,1,1,4,,,4,,,3.0,,,1,,,dog did not go into a down after being asked by handler numerous times,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,3,4.0,3.0,3.0,2,2.0,5,,,,2,sits,,None,3.0,3,2.0,,2.0,,,3,0.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Tosh,11-23-IT,1,2019-12-12,B,GR,M,T,GDUK,Mags,25/09/2018,19/11/2019,20/01/2020,W,B,,,2.0,5.0,1.0,,,1.0,dog was near handler,,2,1,1,4,,,2,,,2.0,,,3,3.0,,,,3.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,3,3,3,3,3,3.0,3.0,3.0,1,1.0,4,,,,2,sits,,Left,3.0,1,2.0,,2.0,,,3,0.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,2.0,4.0,1.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Lexie,11-26-IL,1,2019-12-12,B,LR,F,L,IGDB,DSM,17/08/2018,19/11/2019,20/07/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,1,1,2,4,,,3,,,3.0,handler sat on chair,,4,4.0,,,,3.0,2,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,4,5,3,1,1,4.0,1.0,1.0,2,5.0,7,,,,4,sits,,None,3.0,1,4.0,,2.0,handler had to distract dog with treats as dog moved away with kong when handler tried to get kong back,,3,0.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,4.0,,5.0,,,2.0,4.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Kaiser,11-24-IK,2,2020-01-28,A,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,20/07/2020,GD,A,,,2.0,5.0,1.0,,,2.0,,,2,2,2,1,,,2,Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4.0,Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4,3.0,,Settles very nicely toward the end of the exercise,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2.0,2.0,4.0,4,4.0,4,,,,4,"Whining, intense stare but maintains sit",,Both,3.0,3,1.0,,2.0,,,5,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,,,,1.0,3.0,3.0,,3.0,Dog on lead. ,,4.0,2.0,3.0,,1.0,No,,,3.0,,,,4.0,,Minor suss - quick recovery,,,,,,,,,,,
Jessie,11-25-IJ,1,2019-12-13,A,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,31/07/2020,GD,A,,,3.0,5.0,2.0,,,1.0,,,1,1,1,2,,,1,,,1.0,Sat without being asked (break from stand) handler moves on. ,,2,1.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,4,1,2.0,2.0,2.0,2,3.0,3,,,,2,Lay down after sitting staring for a while,,None,3.0,3,1.0,,2.0,"Is left on lead - but still manages to take the kong across the room albeit that the handler follows - however, had there been no lead he definitely would have taken the kong away, also he had to follow back being on lead",,5,0.0,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,2.0,3.0,3.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,
Jessie,11-25-IJ,2,2020-01-28,A,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,31/07/2020,GD,A,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,2,Lots of moving around,,1.0,,,3,2.0,,Handler remains crouched.,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,1,2.0,2.0,4.0,2,3.0,4,,,,2,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,,Left,2.0,1,1.0,,2.0,,,4,0.0,,Loses interest quickly and goes back to handler,,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,2.0,2.0,1.0,No,,,3.0,,,,4.0,,Very minor - almost indifferent,,,,,,,,,,,
Zander,11-28-IZ,1,2019-12-13,A,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,10/03/2020,W,A,,,1.0,5.0,1.0,Called back to fix the device,,1.0,,,1,1,1,2,,,4,,,1.0,Distracted by dog in the crate. ,,1,1.0,,Distracted by dog in the crate. ,,3.0,4,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,3,3,2.0,2.0,3.0,2,2.0,6,,,,5,"Jumping up, sitting up on hind quarts (lifts forepaws off the floor), lying down, shifting and restless",,,3.0,1,1.0,,3.0,Cant decipher lateralisation because of camera angle.,,2,1.0,,"Does look over at dog a few times but doesnt go toward at all, does explore but could be displacement with the way he is circling and frantically sniffing",,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,2.0,,3.0,goes back when called but more interested in exploring the environment,,4.0,3.0,2.0,3.0,1.0,No,,,5.0,very excited and jumped up at handler,,,4.0,,A slight inquisitive look but quick recovery ,,,,,,,,,,,
Zander,11-28-IZ,2,2020-01-28,A,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,10/03/2020,W,A,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,4,,,2.0,Getting bored and wants to lie down,,2,3.0,,when finally in down he settles down nicely - didnt like lying on the platform as much,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,3,3,2,4,2,2.0,1.0,3.0,3,3.0,6,,,,4,Slight whine and quite restless and anxious to get the kong,,None,4.0,2,1.0,,2.0,,,5,0.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,3.0,4.0,1.0,2.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Kali,12-01-LK,1,2020-01-09,A,LRxGR,F,K,IGDB,Graham,02/08/2019,11/12/2019,29/06/2020,GD,A,,,,5.0,,Handler didnt stay with dog during the familiarisation process,,1.0,,,3,2,2,2,Sometimes walks ahead of handler,,4,No platform used.,,1.0,,,4,2.0,,Whining,,4.0,2,No,No,,Happy to be checked and not necessarily over-aware of the body handling but she is very activated and excited and wants to jump off (tail wagging),,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Does jump up and hence towel falls off in the second attempt but I dont think this was an attempt to remove the towel but rather a co-incidence,,4,4,4,1,1,5.0,2.0,1.0,3,4.0,6,,,,4,"Would select n/a if it was here as the kong wasnt really introduced in the normal way, however, the initial reaction was high interest. ",,Left,3.0,3,1.0,,2.0,drops kong for handler at her feet when called back,,4,1.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,4.0,2.0,3.0,3.0,2.0,No,,,5.0,Jumps up at handler,,,3.0,,,,,,,,,,,,,
Kali,12-01-LK,2,2020-02-19,A,LRxGR,F,K,IGDB,Graham,02/08/2019,11/12/2019,29/06/2020,GD,A,,,1.0,5.0,1.0,Whining - inaudible but I think it comes from the dog in the crate,,1.0,,,3,3,2,1,Quite distracted by dog whining in the crate,,3,,,3.0,,,3,3.0,,,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,2,3,1,5,3,2.0,2.0,4.0,3,4.0,6,,,,4,Intent stare and trying to do obedience to get handler to give kong,,Left,3.0,3,1.0,,2.0,,,4,1.0,,Only moves toward the dog at the very end - but for the most of the time she sits at handlers side unsure of what to do,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,"Although not portraying any real signs of stress like whining, she stays stood the entire time and not settled.",,1.0,1.0,4.0,,2.0,,,4.0,3.0,3.0,2.0,1.0,Yes,,I would say the urination is due to stress,3.0,,,,4.0,,I wouldnt say it was strong as I dont believe she was running to the source of the noise rather the new object to look at and sniff,,,,,,,,,,,
Meg,11-22-IM,2,2020-01-30,B,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,31/01/2020,W,B,,,1.0,5.0,1.0,,,1.0,,,1,2,2,2,,,3,,,4.0,,,3,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,4,5,4,5,1,4.0,3.0,2.0,3,5.0,6,,,,2,sits,,Righ,3.0,1,2.0,,2.0,,,3,0.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Lexie,11-26-IL,2,2020-01-30,B,LR,F,L,IGDB,DSM,17/08/2018,19/11/2019,20/07/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,1,1,1,3,,,4,,,4.0,,,3,3.0,,,,4.0,3,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,4,3,1,2,4.0,2.0,1.0,2,3.0,5,,,,2,sits,,None,3.0,3,2.0,,2.0,,,3,0.0,,,,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,2.0,4.0,3.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Tosh,11-23-IT,2,2020-01-28,B,GR,M,T,GDUK,Mags,25/09/2018,19/11/2019,20/01/2020,W,B,,,1.0,5.0,1.0,,,1.0,,,2,1,1,2,,,3,,,4.0,,,4,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,4,4,3,4,1,3.0,2.0,3.0,2,2.0,5,,,,2,sits,,Left,3.0,1,1.0,,2.0,,,4,2.0,,dog was sitting with his back towards the other dog,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,2.0,3.0,,3.0,,,1.0,5.0,1.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Minnie,12-02-LM,1,2020-01-09,A,LR,F,M,IGDB,Rose,25/08/2018,09/12/2019,21/07/2020,GD,A,,,,5.0,,Handler didnt enter the area during the familiarisation process.,,1.0,waiting by the gate when handler came closer,,2,1,1,2,,,3,A little restless but maintained well with one slight movement,,3.0,,,3,1.0,,Handler used lure and crouched down. Dog very activated and good obsessed - licking handlers hands after having received the treat. Needed loads of handler support,,4.0,2,No,Yes,,Very activated - frantic tail wagging not wanting to properly be checked due to this excitement. Slight bit stressed Id say,,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,,6,3,4,5,1,2.0,2.0,2.0,2,4.0,6,,,,2,Sat well intently watching the kong and not moving attention away. No inappropriate behaviour shown,,Both,3.0,1,4.0,,3.0,Only dropped the kong for food reward,,0,0.0,,Definitely interested in the dog but does not move from sit and constantly looks at handler for support.,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,No,,,,1.0,1.0,4.0,,2.0,,,4.0,3.0,3.0,2.0,1.0,No,,,5.0,Jumped up at handler.,,,3.0,,She did launch toward the bucket but not because of the noise - she launched at it before the bucket was dropped. I would say this is more the assessor and/or the appearance of the bucket. When the bucket was dropped she wasnt affected at all.,,,,,,,,,,,
Minnie,12-02-LM,2,2020-02-19,A,LR,F,M,IGDB,Rose,25/08/2018,09/12/2019,21/07/2020,GD,A,,,3.0,5.0,2.0,Some whining. Even when handler orientated and looking to handler for input - she is still constantlly moving and exploring the area. ,,1.0,,,1,1,1,2,,,3,Whining and moving around alot at the start. Good handler support. ,,4.0,Still whining.,,3,3.0,,Constant whining.,,4.0,2,No,Yes,,Frantic tail wagging - bit of stress. ,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,,,1,3,2,4,1,3.0,2.0,4.0,3,4.0,6,,Very food obsessed - to the point of not really noticing / wanting to interact with other stimulii,,4,"Whining, and starting at kong intently but not breaking sit or acting inappropriately",,Righ,3.0,1,1.0,,2.0,Starting to think that the whining is coming from the dog in the crate either as well as this dog or whining not coming from this dog at all,,1,0.0,,"Cannot see the dogs reaction as the pillar blocks my view, but it is clear that the dog doesnt leave the handlers side at all",,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,No,,Whining and not sure if it is from this or the other dog. Stays seated for most of the time,,1.0,1.0,3.0,,2.0,,,5.0,1.0,1.0,,1.0,No,,Not sure where whining is coming from ,3.0,,,,3.0,,,,,,,,,,,,,
Illana,11-27-II,1,2019-12-18,B,LRx,F,I,IGDB,DSM,28/06/2018,18/11/2019,15/07/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,3,2,2,2,,,3,,,1.0,,,1,1.0,,,,4.0,2,,,,couldn't see if she licks or mouths as handler was in front of camera,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,6,5,4,6,6,,,5.0,3,5.0,5,,,,2,sits,,,3.0,1,1.0,,2.0,"dog has back to camera, can't see paws",,4,2.0,,dog was initially distracted by treat pouch and didn't realise distraction dog was there,,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,2.0,,2.0,,,3.0,3.0,2.0,1.0,1.0,No,,,2.0,,,,3.0,,,,,,,,,,,,,
Illana,11-27-II,2,2020-01-30,B,LRx,F,I,IGDB,DSM,28/06/2018,18/11/2019,15/07/2020,AD,B,,,2.0,4.0,1.0,,,1.0,,,2,3,2,2,,,3,,,1.0,,,1,1.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,4,4.0,1.0,3.0,3,4.0,5,,,,2,sits,,Left,3.0,3,2.0,,2.0,,,3,1.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,1.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Milo,12-03-LM,1,2020-01-09,A,LR,M,M,IGDB,Rose,25/08/2018,09/12/2019,,AD,A,,,,5.0,,Handler didnt enter the testing area during the familiarisation process. Marked orientation and waiting as n/a due to this.,,1.0,Dog followed handler as soon as she entered the testing area,,1,1,1,2,,,2,Wanted to sit and move in front of handler - seemed confused by exercise a little. No platform used. ,,1.0,"Moved to slightly face handler for sit. Slight lazy sit. Bored quickly. Pawed at handlers legs for attention, and jumped up. ",,4,2.0,,Handler crouches next to dog. Tail wagging excitedly. ,,4.0,4,No,No,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,Turned head once in the second attempt but just out of curiosity and had been walking around completely indifferent for the most of the test. ,,3,3,3,4,1,2.0,2.0,2.0,2,3.0,6,,,,5,Doesnt jump but does stand up on hindquarters to sniff the kong in the handlers hands,,Both,3.0,1,2.0,,2.0,,,5,0.0,,,,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,2.0,1.0,1.0,1.0,No,,Explores around perimeters of the gate,3.0,,,,3.0,,,,,,,,,,,,,
Milo,12-03-LM,2,2020-02-19,A,LR,M,M,IGDB,Rose,25/08/2018,09/12/2019,,AD,A,,,4.0,5.0,1.0,,,2.0,,,1,1,1,4,,,3,Scent distracted. needing support from handler. ,,4.0,Did need a little support from handler with all the dogs barking in the background,,4,4.0,,Scent distracted at first and then settled very well,,4.0,3,No,No,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,Does turn his head on the first attempt but not worried about it - more inquisitive. Doesnt even look at it the second time. ,,4,3,2,3,1,3.0,2.0,2.0,2,2.0,6,,,,4,Shifts weight and moves around a lot. Tail wagging frantically but doesnt jump up at handler,,Both,3.0,1,1.0,,2.0,,,3,0.0,,,,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,,There is whining but I think its coming from the other dog.,,1.0,1.0,3.0,,2.0,,,4.0,2.0,1.0,,1.0,No,,Not sure where the whining is coming from,3.0,,,,3.0,,,,,,,,,,,,,
