Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Label,Outcome,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarization-Dog-Call,S-Obedience_mean,S-Obedience_prod,S-Sensitivity_mean,S-Sensitivity_prod,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Zander,11-28-IZ,2,2020-01-28,A,LR,M,Z2,Cesecah,2018-10-19,2019-11-18,2020-03-10,113 days,W,0.0,Fail,14:13:55,0:15:04,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,2,4,2,2.0,1.0,3.0,3.0,3.0,6.0,4.0,Slight whine and quite restless and anxious to get the kong,None,4.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,No,4.0,3.0,1.0,1.0,3.0,9.0,2.0,8.0,1.5,2.0,1.0,1.0,0.0,2.6666666666666665,16.0,1.75,0.0,1.0,1.0,3.0,72,2.0,12.0,-1.0,2.75,32.0,3.5,6.0,2.25,16.0,1.0,1.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,3.0,3.333333333333333,36.0
Kali,12-01-LK,1,2020-01-09,A,LRxGR,F,K1,IGDB,2018-08-02,2019-12-11,2020-06-29,201 days,GD,2.0,Success,13:09:10,0:13:35,,5.0,,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,4,4,4,1,1,5.0,2.0,1.0,3.0,4.0,6.0,4.0,"Would select n/a if it was here as the kong wasnt really introduced in the normal way, however, the initial reaction was high interest. ",Left,3.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,No,6.0,3.0,2.0,4.0,3.5,12.0,1.5,8.0,,1.0,1.5,2.0,-1.0,3.0,16.0,1.5,0.0,1.6666666666666667,0.0,3.25,64,2.25,10.0,-1.0,2.5,24.0,3.5,10.0,2.25,16.0,1.25,2.0,2.333333333333333,9.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,24.0,-1.0,4.0,54.0
Kali,12-01-LK,2,2020-02-19,A,LRxGR,F,K1,IGDB,2018-08-02,2019-12-11,2020-06-29,201 days,GD,2.0,Success,14:18:33,0:14:16,1.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,2,3,1,5,3,2.0,2.0,4.0,3.0,4.0,6.0,4.0,Intent stare and trying to do obedience to get handler to give kong,Left,3.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,Yes,4.0,4.0,2.5,6.0,3.5,12.0,1.0,6.0,1.0,1.0,1.5,2.0,-1.0,3.0,27.0,2.0,0.0,1.8333333333333333,0.0,2.75,30,2.75,48.0,0.0,2.5,24.0,3.5,10.0,1.75,6.0,1.0,1.0,1.0,1.0,2.5,4.0,2.5,4.0,2.0,3.0,2.333333333333333,8.0,0.0,3.6666666666666665,48.0
Meg,11-22-IM,2,2020-01-30,B,LR,F,M1,IGDB,2018-08-25,2019-11-19,2020-01-31,73 days,W,0.0,Fail,14:23:17,00:14:58,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,4,5,4,5,1,4.0,3.0,2.0,3.0,5.0,6.0,2.0,sits,Righ,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.0,4.0,4.0,15.0,2.0,11.0,1.0,1.0,1.0,1.0,0.0,3.333333333333333,36.0,1.75,0.0,1.0,0.5,4.5,400,2.5,24.0,-2.0,2.25,24.0,2.5,4.0,2.0,12.0,1.75,6.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Lexie,11-26-IL,2,2020-01-30,B,LR,F,L1,IGDB,2018-08-17,2019-11-19,2020-07-20,244 days,AD,1.0,Success,13:58:21,00:15:18,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,3,4,3,1,2,4.0,2.0,1.0,2.0,3.0,5.0,2.0,sits,None,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,No,1.0,1.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,No,5.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,1.0,1.0,1.0,1.0,0.0,3.6666666666666665,48.0,2.0,0.0,1.6666666666666667,1.6666666666666667,2.75,36,2.25,16.0,-0.5,2.25,24.0,2.5,4.0,1.75,8.0,1.75,6.0,2.0,6.0,2.5,4.0,2.5,4.0,3.0,5.0,1.3333333333333333,2.0,1.0,4.666666666666667,100.0
Tosh,11-23-IT,2,2020-01-28,B,GR,M,T1,GDBUK,2018-09-25,2019-11-19,2020-01-20,62 days,W,0.0,Fail,13:01:41,0:14:42,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,4,4,3,4,1,3.0,2.0,3.0,2.0,2.0,5.0,2.0,sits,Left,3.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,No,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,-2.0,3.6666666666666665,48.0,1.75,0.0,1.6666666666666667,1.0,3.75,192,2.25,18.0,-1.5,2.0,12.0,4.0,15.0,1.75,8.0,1.25,2.0,1.0,1.0,2.0,3.0,2.5,6.0,3.0,8.0,1.0,1.0,4.0,3.6666666666666665,48.0
Illana,11-27-II,1,2019-12-18,B,LRxGR,F,I1,IGDB,2018-06-28,2019-11-18,2020-07-15,240 days,AD,1.0,Success,13:08:40,0:18:56,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,6,5,4,6,6,,,5.0,3.0,5.0,5.0,2.0,sits,,3.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,No,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,No,3.0,3.0,2.0,4.0,4.0,15.0,2.0,11.0,1.0,1.0,2.0,3.0,-2.0,1.6666666666666667,3.0,3.0,8.0,2.5,1.6666666666666667,5.25,720,5.5,30.0,-0.5,2.0,12.0,4.0,15.0,1.75,8.0,2.0,9.0,1.0,1.0,2.0,4.0,1.5,2.0,2.0,3.0,1.6666666666666667,3.0,1.0,2.6666666666666665,18.0
Illana,11-27-II,2,2020-01-30,B,LRxGR,F,I1,IGDB,2018-06-28,2019-11-18,2020-07-15,240 days,AD,1.0,Success,13:30:03,0:15:33,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,4,4,3,4,4,4.0,1.0,3.0,3.0,4.0,5.0,2.0,sits,Left,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,No,4.0,4.0,2.5,6.0,3.5,12.0,1.0,6.0,1.5,2.0,1.5,2.0,-1.0,1.6666666666666667,3.0,1.75,0.0,1.0,1.6666666666666667,3.75,192,3.0,48.0,-0.75,2.25,24.0,3.0,8.0,2.0,12.0,1.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,1.3333333333333333,2.0,2.0,2.333333333333333,8.0
Zita,10-41-LZ,1,2020-10-30,B,LRxGR,F,Z7,GDBUK,2019-04-29,2020-10-05,2021-05-21,228 days,GD,2.0,Success,14:31:17,0:16:13,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,,3.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4,4,4,5,3,3.0,3.0,5.0,4.0,5.0,6.0,4.0,"mainly sit and intermittently whines, moves and sits again",Righ,3.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,No,2.0,1.0,5.0,6.0,3.0,2.0,3.0,3.0,1.0,No,5.0,4.0,2.5,6.0,4.5,20.0,2.0,14.0,1.0,1.0,1.5,2.0,-1.0,2.0,6.0,2.0,6.0,2.5,1.6666666666666667,4.25,320,3.5,135.0,-0.75,2.5,24.0,3.5,10.0,3.0,81.0,1.25,2.0,3.6666666666666665,48.0,3.5,10.0,3.0,5.0,3.5,6.0,2.333333333333333,9.0,-1.0,5.333333333333333,150.0
Tim,10-42-LT,1,2020-10-30,B,LR,M,T3,GDBUK,2019-04-20,2020-10-05,2021-05-21,228 days,GD,2.0,Success,13:29:04,0:15:38,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,2,2,2,4,1,4.0,3.0,2.0,3.0,3.0,6.0,4.0,stays sitting,None,3.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,No,4.0,4.0,2.5,6.0,3.0,9.0,0.5,3.0,1.5,2.0,2.0,4.0,0.0,2.0,6.0,1.75,0.0,1.6666666666666667,1.6666666666666667,2.5,32,2.5,24.0,0.0,2.5,24.0,4.0,12.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,10.0,0.0,3.6666666666666665,48.0
Rebecca,10-43-LR,1,2020-10-30,B,LRxGR,F,R2,GDBUK,2019-04-15,2020-10-05,2021-05-21,228 days,GD,2.0,Success,13:57:22,0:15:20,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,4.0,2.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3,4,4,4.0,3.0,4.0,3.0,2.0,6.0,2.0,"sits, moves slightly nearer the handler, whines and sits again",Righ,3.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,No,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,No,3.0,4.0,2.0,4.0,2.5,6.0,0.5,2.0,1.5,2.0,1.5,2.0,-1.0,1.5,2.0,1.75,0.0,3.5,3.5,3.75,192,3.75,192.0,0.0,2.0,12.0,3.0,8.0,3.5,144.0,1.25,2.0,1.0,1.0,3.0,8.0,2.5,4.0,1.5,2.0,2.0,6.0,2.0,3.0,24.0
Eddie,10-45-LE,1,2020-10-30,B,LR,M,E2,GDBUK,2019-03-18,2020-10-05,2021-06-11,249 days,GD,2.0,Success,12:58:18,0:16:56,5.0,1.0,5.0,,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,4,4,4,3,4.0,3.0,2.0,2.0,2.0,6.0,2.0,"stood beside the handler, occasionally looking around",None,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,5.0,25.0,1.0,1.0,,2.6666666666666665,12.0,1.75,0.0,1.0,1.0,4.0,256,3.0,72.0,-1.0,2.0,12.0,2.5,4.0,2.25,24.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Zita,10-41-LZ,2,2020-12-17,B,LRxGR,F,Z7,GDBUK,2019-04-29,2020-10-05,2021-05-21,228 days,GD,2.0,Success,12:41:53,0:14:54,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,5.0,4.0,"sits, moves, sits ",Righ,3.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,No,,,,,4.0,1.0,2.0,2.0,1.0,No,5.0,4.0,2.5,6.0,4.0,16.0,1.5,10.0,1.5,2.0,1.5,2.0,-1.0,2.333333333333333,8.0,1.75,0.0,3.5,2.5,4.0,256,4.0,256.0,0.0,2.75,48.0,4.0,12.0,3.25,108.0,1.25,2.0,3.6666666666666665,25.0,,1.0,,1.0,,1.0,2.333333333333333,8.0,-1.0,5.0,5.0
Tim,10-42-LT,2,2020-12-17,B,LR,M,T3,GDBUK,2019-04-20,2020-10-05,2021-05-21,228 days,GD,2.0,Success,12:18:10,0:14:42,5.0,1.0,5.0,,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,4,4,3,3,3,3.0,2.0,3.0,2.0,2.0,7.0,4.0,"sits, moves sits goes into a down",None,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,No,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,5.0,25.0,1.0,1.0,,3.0,16.0,1.75,0.0,2.333333333333333,0.6666666666666666,3.5,144,2.75,54.0,-0.75,2.75,48.0,2.5,4.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.6666666666666665,10.0,0.0,3.333333333333333,36.0
Rebecca,10-43-LR,2,2020-12-17,B,LRxGR,F,R2,GDBUK,2019-04-15,2020-10-05,2021-05-21,228 days,GD,2.0,Success,13:32:35,0:14:33,4.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,4,4,2,3,3,4.0,2.0,2.0,3.0,2.0,6.0,4.0,sat would look away occasionally,None,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,No,1.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,No,3.0,4.0,2.0,4.0,2.5,6.0,0.5,2.0,2.5,4.0,1.0,1.0,0.0,2.333333333333333,12.0,1.5,0.0,2.5,1.0,3.25,96,2.75,48.0,-0.5,2.5,24.0,2.5,4.0,3.25,108.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,27.0
Eddie,10-45-LE,2,2020-12-17,B,LR,M,E2,GDBUK,2019-03-18,2020-10-05,2021-06-11,249 days,GD,2.0,Success,13:10:31,0:14:25,5.0,1.0,5.0,,1.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,3,4,4,2,3,4.0,3.0,2.0,2.0,2.0,6.0,2.0,remains sitting,None,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,25.0,1.0,1.0,,3.0,24.0,1.5,0.0,0.5,0.5,3.25,96,3.0,72.0,-0.25,2.0,12.0,2.5,4.0,2.0,12.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,1.5,2.0,2.0,4.0,1.0,3.0,24.0
Minnie,12-02-LM,1,2020-01-09,B,LR,F,M1,IGDB,2018-08-25,2019-12-09,2020-07-21,225 days,GD,2.0,Success,13:41:23,0:15:09,,5.0,1.0,,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,6,4,3,5,2,2.0,2.0,2.0,3.0,5.0,7.0,2.0,stays sitting,Righ,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,No,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,No,5.0,4.0,2.5,6.0,4.0,15.0,1.5,9.0,1.0,1.0,1.0,1.0,,3.333333333333333,36.0,1.5,0.0,3.5,2.5,4.5,360,2.0,16.0,-2.5,2.75,48.0,2.5,4.0,3.0,72.0,1.5,4.0,2.0,6.0,1.5,2.0,1.5,2.0,2.0,3.0,2.333333333333333,8.0,0.0,3.333333333333333,30.0
Milo,12-03-LM,1,2020-01-09,B,LR,M,M1,IGDB,2018-08-25,2019-12-09,2020-08-24,259 days,AD,1.0,Success,14:12:59,0:14:52,,5.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,4,3,4,4,1,3.0,2.0,2.0,2.0,2.0,5.0,5.0,sits and then jumps up slightly,Both,3.0,,2.0,2.0,6.0,,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,,1.0,,2.0,6.0,1.5,0.0,0.3333333333333333,1.5,3.75,192,2.0,12.0,-1.75,3.0,60.0,6.0,6.0,1.75,8.0,1.5,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,8.0,0.0,3.6666666666666665,48.0
Zodiac,04-04-LZ,2,2019-07-16,B,LR,M,Z1,Private breeder,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,14:22:57,0:14:59,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,2,3,4,1,1.0,2.0,3.0,3.0,3.0,4.0,4.0,walked around and lay down and walked around again,None,3.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.0,4.0,3.0,9.0,1.0,5.0,1.5,2.0,1.5,2.0,-1.0,3.6666666666666665,48.0,1.25,0.0,2.5,1.8333333333333333,2.75,48,1.75,6.0,-1.0,2.75,48.0,4.0,12.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Vaughan,04-11-LV,1,2021-04-29,A,LR,M,V1,IGDB,2019-06-11,2021-04-07,2021-08-27,142 days,AD,1.0,Success,13:12:48,0:13:01,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,2,3,3,4,4,1.0,1.0,2.0,2.0,3.0,5.0,4.0,Shifting from a sit to a down in order to get attention and perhaps to be rewarded with the kong. ,Left,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,8.0,1.5,2.0,1.0,3.0,16.0,2.0,0.0,2.5,0.0,3.0,72,2.0,8.0,-1.0,2.75,36.0,1.0,1.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,5.0,0.0,3.333333333333333,36.0
Yani,04-12-LY,1,2021-04-29,A,LRxGR,F,Y1,IGDB,2019-09-25,2021-04-07,2021-08-25,140 days,AD,1.0,Success,12:18:39,0:15:41,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,5,3,3,5,1,3.0,2.0,4.0,3.0,3.0,6.0,5.0,Overly excited to start but loses interest quickly ,None,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,No,4.0,3.0,1.0,1.0,3.0,9.0,2.0,8.0,2.5,6.0,1.0,1.0,0.0,2.0,8.0,1.75,0.0,0.0,0.0,4.0,225,2.5,24.0,-1.5,2.75,30.0,2.5,4.0,1.0,1.0,1.25,2.0,1.3333333333333333,2.0,2.0,3.0,2.5,6.0,2.5,6.0,2.333333333333333,8.0,1.0,3.333333333333333,36.0
Yorkie,04-13-LY,1,2021-04-29,A,LRxGR,M,Y1,IGDB,2019-09-26,2021-04-07,2021-12-10,247 days,GD,2.0,Success,12:45:57,0:14:17,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,4,3,1,4,2,3.0,4.0,2.0,3.0,3.0,5.0,5.0,"Goes from jumping to sitting and lying down, always staring intently in anticipation. ",None,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,No,2.0,1.0,3.0,3.0,5.0,1.0,2.0,4.0,1.0,No,5.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.0,4.0,1.5,2.0,1.0,3.0,16.0,1.5,0.0,1.0,0.0,3.0,48,2.75,48.0,-0.25,3.0,45.0,2.5,4.0,1.5,4.0,1.25,2.0,2.333333333333333,9.0,2.5,6.0,2.0,3.0,2.0,3.0,3.333333333333333,20.0,-1.0,3.6666666666666665,45.0
Verona,04-14-LV,1,2021-04-29,A,LR,F,V1,IGDB,2019-06-11,2021-04-07,2021-08-27,142 days,AD,1.0,Success,14:17:25,0:13:22,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,5,3,2,5,1,2.0,2.0,5.0,4.0,3.0,6.0,5.0,"Whining, jumping restless and walking around handler constantly",None,3.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,No,2.0,2.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,No,4.0,3.0,2.5,6.0,3.5,12.0,1.0,6.0,2.0,4.0,1.5,2.0,-1.0,2.0,4.0,1.5,0.0,3.5,1.6666666666666667,3.75,150,2.5,20.0,-1.25,2.75,30.0,3.5,10.0,2.5,27.0,1.25,2.0,3.333333333333333,20.0,3.0,8.0,3.0,8.0,2.5,6.0,3.333333333333333,20.0,0.0,3.6666666666666665,48.0
