Name,Code,Data Collection Number,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,Data Collection Date,End Date,Status,Timestamp,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Time (MM:SS),Noise-Confidence,Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns
,,1,Susan Turtle,,,,,,,,18/12/2019,,,05/05/2020 13:58:01,,1,5,1,,,2,handler didn't use dogs name,,3,1,1,3,dog sniffed most of the way around,,2,,,2,handler stayed crouched beside the dog constantly petting the dog,,4,3,,handler stayed crouched beside the dog  consistently petting the dog,,1,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,5,5,5,6,3,4.0,5.0,5.0,4,5,6,,,,4,sat,,Left,3,1,2,,2,,,5,0,,,,1,4,3,1,1,1,1,1,1,1,2,No,,,,1,1,3,,3,,,3,3,3,1,1,No,,,3,,,5,,,,,,,,,,,
July,10-03-LJ,1,Susan Turtle,LR,F,J,IGDB,GM,03/07/2018,17/10/2019,30/10/2019,08/06/2020,AD,05/05/2020 14:28:43,,1,5,1,,,2,,,3,1,1,3,,,1,,,4,,,2,3,,,,4,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,dog distracted by sniffing the ground,,4,4,1,5,2,3.0,2.0,3.0,3,5,5,,,,5,"sat, jumped up a few times",,Left,3,3,1,,2,,,4,2,,,,1,2,2,4,1,1,1,4,1,3,2,No,,,,1,1,3,,3,,,4,2,2,3,1,No,,,3,,,4,,,,,,,,,,,
Kirby,10-15-LK,1,Allyce,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,01/11/2019,20/07/2020,AD,05/05/2020 15:06:21,,2,5,2,scratching - body sensitivity? ,,1,,,1,1,1,2,Body shakes - body sensitivity?,,3,Handler body position a bit hunched in support. Quite scent distracted.,,2,Wanted to lay down and handler supported and maintained for a few seconds but he went on to lie down anyways Handler moved on. ,,4,4,,Not asked to lie down - but down maintained well after breaking sit - even resting head.,,4,4,No,No,,Needed help (hoisting) onto the table -- put fore-paws up and needing hindquarters hoisted. Bit I dont think this was any degree of a lack of willingness rather just wasnt expecting it and didnt run up sufficiently . Happy with the examination,,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,,Attempt 1 - did very quickly turn head to look at the towel but it was more an inquisitive look as he was not worried about it - didnt show any signs of concern. More interested in the handlers food reward. I wouldnt call this a lack of change in neutrality> more or less the same in the second attempt although he did seem a little more concerned and did try to move a bit more and looked a bit more too but it didnt phase him too much. Video was cut short so didnt the entirety of the second attempt,,3,3,3,5,2,2.0,2.0,5.0,2,3,5,,,,2,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,,None,3,3,1,,2,,,3,0,,Dog sits and lies down after a while - a definite look of interest but not enough to cause him to run after him or leave the handler,,1,5,2,1,1,1,1,1,1,1,1,No,,Sniffed for a few seconds but very calmly and then lay down. ,,1,1,3,,3,At first quite indifferent but comes when handler calls and wags tail a little,,5,1,2,2,3,No,,Lies down at gate after a bit of barking. Definite separation anxiety as opposed to any attention seeking. ,4,Though not what activated might look like in another dog - definite activation for this dog who is generally quite calm and indifferent ,,4,A very slight startle - looks at the assessor who dropped the can and suspicious of her afterward. But quick enough recovery.,,,,,,,,,,
Kirby,10-15-LK,2,Allyce,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,08/01/2020,20/07/2020,AD,05/05/2020 15:25:07,,3,5,1,After exploring a while goes back to handler on his own,,1,,,3,2,2,3,Loads of scratching (and this is why he occasionally drops behind the handler) - body sensitivity to the body piece.,,3,No platform used. He gets bored and lays down. Handler doesnt correct.,,1,Wanting to lay down all the time,,4,1,,Lay down without being asked and handler left him be ,,4,4,No,No,,Stood a bit skew on the table but happy enough,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,1,1,2,2.0,2.0,4.0,2,3,4,,Car stationary ,,4,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",,None,3,1,1,,2,"Picked up kong, dropped it and handler took immediately. Dog on lead so has to follow handler but was calm.",,3,0,,Does stare at dog quite intently but doesnt break sit - stays at handler side,,2,4,2,1,1,1,1,1,1,1,1,No,,,,1,1,3,,3,,,4,2,3,N,1,No,,I am not sure which dog the whining is coming from. After pacing a bit lies down infront of the gate.,3,,,4,Very minor - almost indifferent - Nothing more than a very slight suss at the can - quick recovery,,,,,,,,,,
Kacie,10-31-LK,1,Allyce,LRxGR,F,K,IGDB,GM,02/08/2018,24/10/2019,14/11/2019,08/06/2020,AD,05/05/2020 15:47:03,,1,5,1,,,1,,,3,1,1,2,Very activated/excited and very distracted by her environment,,1,Very scent distracted,,1,Very distracted by something in the background. Very restless,,4,2,,Lying posture - completely sprawled out with back legs straight behind. Still quite distracted but maintained well,,4,3,No,No,,"Ears pinned back, low tail carriage with frantic wagging, and couldnt wait to get off but didnt try to escape",,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,Shakes body to get towel off on second attempt ,,3,4,1,3,4,5.0,3.0,2.0,4,4,6,,Very distracted by everything ,,5,"Very restless - jumps up, backs up, whines and when she thinks shes not getting her way she explores",,None,4,3,3,,2,,,3,0,,Definite interest and does break sit but doesnt move away from handler,,1,2,4,3,1,1,1,2,3,3,3,No,,,,1,1,4,,3,,,5,1,2,2,4,No,,,4,,,3,Quite obsessed with assessor holding the can - so her response was all related to that - no response to the noise of the can,,,,,,,,,,
Kacie,10-31-LK,2,Allyce,LRxGR,F,K,IGDB,GM,02/08/2018,24/10/2019,09/01/2020,08/06/2020,AD,05/05/2020 16:29:29,,1,5,1,Turned head to look at body piece,,1,,,3,2,2,2,No platform used.,,3,,,4,,,3,2,,Very distracted by all the barking going on in the background. ,,3,3,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,More interested in the assessor walking past to notice the towel on her back on the second attempt,,2,4,3,4,2,3.0,1.0,2.0,3,3,6,,,,4,Dog kept on lead. Some whining but brief and mild - tries to lie down and get attention in order to get the kong but wasnt over the top or inappropriate,,None,3,1,1,,2,,,4,0,,,,1,3,3,1,1,1,1,1,1,1,1,No,,,,1,1,4,,2,,,5,1,1,N,1,No,,"Unsure of the whining and which dog it is coming from,.",4,,,3,More interested in the assessor holding the can and the can itself - not bothered by the noise,,,,,,,,,,
July,10-03-LJ,2,Susan Turtle,LR,F,J,IGDB,GM,03/07/2018,17/10/2019,08/01/2020,08/06/2020,AD,05/05/2020 16:48:26,,1,4,2,,,1,,,1,1,1,3,,,3,,,3,,,4,3,,went into a down from the sit without being asked ,,4,3,No,No,,,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,1,4,1,5,2,3.0,1.0,4.0,3,3,5,,car doesn't move,,5,dog jumps up,,None,3,1,1,,2,dog was on lead,,4,1,,,,2,3,2,3,1,2,1,2,1,2,2,No,,,,1,1,2,,2,,,3,3,2,2,1,No,,,2,,,4,,,,,,,,,,,
Meeko,11-02-IM,1,Allyce,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,18/12/2019,29/05/2020,W,05/05/2020 16:50:05,,3,5,2,,,2,,,3,1,1,3,High scent distraction,,2,Very distracted and restless,,2,handler crouches by dog and gives loads of support  - dog still quite distracted and breaks sit to scent,,3,2,,Handler crouched by dog still and gives alot of support. Breaks stand without being asked at the end,,2,4,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,4,3,2,4,4,4.0,2.0,3.0,2,2,6,,,,2,Moves position and stares intensely,,,,1,,,,Video in three parts and the interaction phase is not included. Final video skew and lots of motion,,2,2,,Video was very unstable so I couldnt watch his entire reaction and have based scoring on what I could see,,2,2,3,1,1,1,1,1,1,1,2,No,,Stayed standing the whole time so wouldnt say he is settled,,1,1,4,,3,,,5,1,2,1,1,No,,Dont know that dog was completely isoolated as the assessor holding the camera I dont think would have been completely out of sight. ,4,,,3,Hard to be sure from the angle of the camera,,,,,,,,,,
Junior,10-11-LJ,1,Susan Turtle,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,01/11/2019,27/07/2020,GD,05/05/2020 17:20:07,,2,4,1,,,1,,,2,2,2,3,,,2,,,2,,,3,3,,,,3,3,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,3,5,1,1.0,1.0,4.0,3,3,5,,,,5,"barks at handler, unsettled sit",,,4,1,2,,2,,,4,1,,,,2,1,2,5,1,1,2,1,5,3,2,No,,,,1,1,3,,3,,,5,1,3,3,2,No,,,4,,,4,,,,,,,,,,,
Joy,10-12-LJ,2,Susan Turtle,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,18/12/2019,08/06/2020,GD,05/05/2020 17:49:00,,1,5,1,,,1,,,2,3,2,3,,,2,,,2,,,4,4,,,,4,2,No,No,,,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,4,4,4,1,1,4.0,4.0,5.0,2,3,5,,,,4,dog sit but moves slightly,,None,3,3,1,,2,,,6,2,,"handler calls dog, dog moves towards crate and handler call dogs again",,2,2,2,4,1,2,3,2,3,3,2,No,,,,1,1,4,,4,,,5,1,3,3,2,No,,,2,,,5,,,,,,,,,,,
Junior,10-11-LJ,1,Susan Turtle,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,06/11/2019,27/07/2020,GD,06/05/2020 10:00:03,,3,4,2,,,1,dog was near handler,,1,1,1,3,,,4,,,2,,,2,2,,,,4,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,3,3,5,3,3.0,3.0,4.0,2,3,5,,,,4,broke sit and resat closer to handler ,,None,2,1,1,,2,,,4,0,,,,2,4,3,1,1,1,1,1,1,2,2,No,,,,1,1,4,,4,,,4,2,1,1,1,No,,,3,,,4,,,,,,,,,,,
Junior,10-11-LJ,2,Susan Turtle,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,09/01/2020,27/07/2020,GD,06/05/2020 10:41:53,,2,4,1,,,1,,,2,2,2,2,,,3,handler interacted with dog by petting,,3,handler interacted with dog and stayed crouch down beside the dog,,4,3,,handler used food and stay kneeling down in front of the dog,,4,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,"handler doesn't fold tea towel, just drapes it on the dogs back",,3,4,3,5,1,2.0,2.0,3.0,2,4,5,,,,4,"sit, down, sit, down",,Righ,3,1,1,,2,,,4,0,,,,1,4,2,1,1,1,1,1,1,1,1,No,,,,1,1,2,,3,,,4,2,2,2,1,No,,,3,,,5,,,,,,,,,,,
Kelvin,10-13-LK,1,Susan Turtle,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,01/11/2019,22/06/2020,GD,06/05/2020 11:09:03,,2,4,1,,,,dog came back to handler before call back,,1,2,2,2,,,4,,,2,,,2,2,,handler used food and stayed down beside the dog,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,6,5,4,3,6,4.0,4.0,,4,5,6,,didn't pass the dog food bowl the 2nd time,,4,"sits and breaks it to move nearer to handler, nudges handler ",,Both,3,1,1,,3,handler placed the kong away from them and the dog stayed in the same spot ,,5,1,,,,1,2,2,4,1,1,1,2,4,3,2,No,,,,1,1,3,,4,,,3,3,3,2,4,No,,,4,,,4,,,,,,,,,,,
Kelvin,10-13-LK,2,Susan Turtle,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,09/01/2020,22/06/2020,GD,06/05/2020 11:34:08,,2,4,1,"monitor fell off collar, dog got out",,,no call back done,,1,2,2,2,,,3,,,2,,,4,3,,handler continuously pet dog and stays crouched beside the dog,,4,4,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,very excited,,6,5,4,6,2,4.0,3.0,3.0,3,5,6,,,,5,"dog jumps up at handler, sits, down, sits",,None,3,3,1,,2,,,5,1,,,,1,1,2,4,1,1,3,2,5,3,3,No,,,,1,1,4,,4,,,4,2,4,2,4,No,,,5,dog jumps up on handler,,5,,,,,,,,,,,
Meeko,11-02-IM,2,Allyce,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,16/01/2020,29/05/2020,W,06/05/2020 12:58:39,,3,5,1,,,1,,,3,1,1,3,Very distracted and needing support and encouragement to keep walking because of it,,1,"Scent distracted and not completely grasping the stand and wait command, hence quite distracted, wanting to move around and sit alot",,2,Scent distracted - looking for treats in handlers hands and breaking sit to sniff around.,,1,1,,Once again- scent distraction causing breaks. There is a possibility of body sensitivity here with not wanting to go down completely and/or breaking the down almost immediately and needing loads of handler support. ,,2,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,2,3,4,4,3,2.0,2.0,2.0,2,2,5,,,,2,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,,Both,3,1,2,,2,,,2,3,,While he does have a look at the dog and wags tail it is very short lived and not from the beginning - he is more interested in exploring and doesnt attempt to move toward the dog. It took several times before he went back to handler because of his high scent distraction,,1,4,3,1,1,1,1,1,1,1,1,No,,,,1,1,3,,2,,,2,4,1,1,1,No,,Even while at the gate and technically orientated there - he was still sniffing about. ,3,,,4,Sight change in posture - his head and ears slightly perk up - but very minor and almost immediate recovery,,,,,,,,,,
Kain,11-11-IK,1,Allyce,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,18/12/2019,15/07/2020,AD,06/05/2020 13:23:32,,2,4,1,Scratching - body sensitive?,,2,,,3,1,1,2,,,3,Whines and scratches and barks. Not the most stationary of stands and not quite happy to be doing it but not bad.,,3,A bit distracted by the background and air scenting. Handler remains crouched at his side,,3,1,,Handler remains crouched beside him. constant sniffing and very distracted by environment,,4,3,No,No,,Low tail carriage,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,,have said yes to playing as handler took the towel from his mouth and he was slight activated when it was taken away,,6,5,5,6,6,4.0,4.0,6.0,4,5,6,,Quite obsessed with the teddy and food - especially teddy. Handler almost incapable of controlling him and nearly pulled off her feet. ,,5,Jumps up at handler in the beginner - does modulate but I dont think he would have maintained much longer than he did. ,,Left,4,1,2,,2,Video change over - new video not good quality - tilted 90 degrees and missed part of the session with the kong also not stable  ,,3,3,,Does look at dog but doesnt move toward the dog - only moves off to explore environment when dog is being put away. Cant see the entirety of this reaction due to the quality of the reaction so scored on what I could see,,3,2,2,1,1,1,1,1,1,1,2,No,,While he modulates well enough he def isnt settled ,,1,1,3,,3,Camera with handler/assessor so dog isnt completely isolated ,,5,1,2,1,1,No,,,4,,,3,,,,,,,,,,,
Katie,11-21-IK,1,Susan Turtle,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,12/12/2019,08/06/2020,AD,06/05/2020 14:32:55,,1,5,1,,,1,,,2,2,2,1,,,2,,,2,,,2,2,,,,2,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,,,,4,4,4,4,3,3.0,3.0,3.0,3,4,5,,,,5,"sits, jumps at handler, down, sits, down, sits",,None,3,3,2,,2,,,4,1,,,,1,3,2,2,1,1,1,2,1,2,2,No,,,,1,1,2,,2,,,2,4,3,2,1,No,,problem with equipment,3,,,4,,,,,,,,,,,
Mara,11-12-IM,1,Allyce,LRxGR,F,M,IGDB,Mags,25/08/2018,12/11/2019,18/12/2019,03/01/2020,W,06/05/2020 14:41:19,,3,5,1,,,1,,,3,1,1,3,Scent distraction,,2,Not good positioning for a stand and hence dog is quite restless and probably not really knowing what is required from her.,,2,Handler crouches for the entirety High Scent distraction. Does maintain at the end,,3,3,,Handler remains crouched and gives alot of support.n Does maintain,,1,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,4,3,2,5,2,2.0,3.0,4.0,3,3,5,,,,4,Edges closer to the handler and sniffs the kong. ,,Left,3,1,1,,2,,,5,1,,As soon as she notices the dog she does go toward it but loses interest and begins to explore ,,1,4,2,1,1,1,1,1,1,1,1,No,,,,1,1,3,,2,,,3,4,2,2,1,No,,,3,,,3,,,,,,,,,,,
Kaiser,11-24-IK,1,Allyce,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,13/12/2019,20/07/2020,GD,06/05/2020 15:00:59,,2,5,2,Bit of whining . ,,1,,,3,2,2,1,Sometimes falls to heel but walks mostly ahead,,3,Quite distracted and activated. Licking handlers hand. ,,1,Whining barking and breaking - quite distracted and activated. Needed lots of handler support. ,,1,1,,"Whining, barking and breaking ",,4,4,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,,,,6,4,4,4,1,2.0,3.0,4.0,4,5,6,,,,5,"Activated, lip smacking, whining, barking, attention seeking, jumping up at handler",,None,4,3,3,,3,,,6,1,,,,2,1,3,2,1,1,1,2,1,2,3,No,,,,1,1,3,,2,,,4,3,2,2,1,No,,,1,,,4,Quick recovery,,,,,,,,,,
Katie,11-21-IK,2,Susan Turtle,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,28/01/2020,08/06/2020,AD,06/05/2020 15:01:53,,1,5,1,,,1,,,2,3,2,2,,,1,,,2,,,3,3,,handler stays crouched down beside dog,,4,1,No,No,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,4,4,3,6,3,3.0,3.0,6.0,4,5,6,,,,5,"jumps up for kong when being handed in, sits, downs, ",,Righ,3,3,2,,3,,,5,1,,handler walks towards dog and calls dog then,,1,3,2,3,1,2,1,3,1,2,2,No,,,,1,3,2,,2,,,2,4,4,1,1,No,,,3,,,5,,,,,,,,,,,
Kain,11-11-IK,2,Allyce,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,16/01/2020,15/07/2020,AD,06/05/2020 15:20:06,,2,5,1,,,1,,,3,2,2,1,,,2,Started off well but broke toward the end- distracted and bored,,2,Handler crouched by dogs side,,4,3,,Handler remains crouched,,4,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,6,2,2,3,3,3.0,2.0,4.0,4,5,4,,,,5,Jumping up at handler and staring very intently,,Both,3,1,1,,2,Dog on lead still so has to keep close to and follow the handler,,4,0,,,,1,2,2,3,1,1,1,3,1,2,3,No,,Sits on commands.,,1,1,3,,2,Quickly loses interest,,4,3,1,4,4,No,,Dog goes through gate,3,,,6,,,,,,,,,,,
Meg,11-22-IM,1,Susan Turtle,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,12/12/2019,31/01/2020,W,07/05/2020 10:42:19,,2,4,2,problem with equipment,,1,,,1,1,1,4,,,4,,,3,,,1,,,dog did not go into a down after being asked by handler numerous times,,4,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,3,4.0,3.0,3.0,2,2,5,,,,2,sits,,None,3,3,2,,2,,,3,0,,,,2,2,3,1,1,1,1,1,1,2,2,No,,,,1,1,3,,3,,,5,1,1,1,1,No,,,3,,,4,,,,,,,,,,,
Tosh,11-23-IT,1,Susan Turtle,,M,T,GDUK,Mags,25/09/2018,19/11/2019,12/12/2019,20/01/2020,W,07/05/2020 11:01:35,,2,5,1,,,1,dog was near handler,,2,1,1,4,,,2,,,2,,,3,3,,,,3,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,3,3,3,3,3,3.0,3.0,3.0,1,1,4,,,,2,sits,,Left,3,1,2,,2,,,3,0,,,,2,2,3,1,1,1,1,1,1,2,2,No,,,,1,1,3,,3,,,2,4,1,1,1,No,,,3,,,3,,,,,,,,,,,
Lexie,11-26-IL,1,Susan Turtle,LR,F,L,IGDB,DSM,17/08/2018,19/11/2019,12/12/2019,20/07/2020,AD,07/05/2020 11:32:50,,1,5,1,,,1,,,1,1,2,4,,,3,,,3,handler sat on chair,,4,4,,,,3,2,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,4,5,3,1,1,4.0,1.0,1.0,2,5,7,,,,4,sits,,None,3,1,4,,2,handler had to distract dog with treats as dog moved away with kong when handler tried to get kong back,,3,0,,,,1,4,2,1,1,1,1,1,1,1,2,No,,,,1,1,4,,5,,,2,4,1,1,1,No,,,3,,,4,,,,,,,,,,,
Kaiser,11-24-IK,2,Allyce,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,28/01/2020,20/07/2020,GD,07/05/2020 14:40:18,,2,5,1,,,2,,,2,2,2,1,,,2,Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4,Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4,3,,Settles very nicely toward the end of the exercise,,4,4,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2.0,2.0,4.0,4,4,4,,,,4,"Whining, intense stare but maintains sit",,Both,3,3,1,,2,,,5,2,,,,1,2,3,1,1,1,1,,1,2,2,No,,,,1,3,3,,3,Dog on lead. ,,4,2,3,N,1,No,,,3,,,4,Minor suss - quick recovery,,,,,,,,,,
Jessie,11-25-IJ,1,Allyce,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,13/12/2019,31/07/2020,GD,07/05/2020 14:58:23,,3,5,2,,,1,,,1,1,1,2,,,1,,,1,Sat without being asked (break from stand) handler moves on. ,,2,1,,,,4,3,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,4,1,2.0,2.0,2.0,2,3,3,,,,2,Lay down after sitting staring for a while,,None,3,3,1,,2,"Is left on lead - but still manages to take the kong across the room albeit that the handler follows - however, had there been no lead he definitely would have taken the kong away, also he had to follow back being on lead",,5,0,,,,1,1,4,2,1,1,1,2,1,2,2,No,,,,1,1,2,,3,,,4,2,3,3,1,No,,,4,,,3,,,,,,,,,,,
Jessie,11-25-IJ,2,Allyce,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,28/01/2020,31/07/2020,GD,07/05/2020 15:25:09,,2,5,1,,,1,,,2,1,1,2,,,2,Lots of moving around,,1,,,3,2,,Handler remains crouched.,,4,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,1,2.0,2.0,4.0,2,3,4,,,,2,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,,Left,2,1,1,,2,,,4,0,,Loses interest quickly and goes back to handler,,1,1,4,4,2,3,3,2,1,2,3,No,,,,1,1,3,,3,,,5,1,2,2,1,No,,,3,,,4,Very minor - almost indifferent,,,,,,,,,,
Zander,11-28-IZ,1,Allyce,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,13/12/2019,10/03/2020,W,08/05/2020 10:56:18,,1,5,1,Called back to fix the device,,1,,,1,1,1,2,,,4,,,1,Distracted by dog in the crate. ,,1,1,,Distracted by dog in the crate. ,,3,4,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,3,3,2.0,2.0,3.0,2,2,6,,,,5,"Jumping up, sitting up on hind quarts (lifts forepaws off the floor), lying down, shifting and restless",,,3,1,1,,3,Cant decipher lateralisation because of camera angle.,,2,1,,"Does look over at dog a few times but doesnt go toward at all, does explore but could be displacement with the way he is circling and frantically sniffing",,1,2,4,1,1,2,1,1,1,1,2,No,,,,1,1,2,,3,goes back when called but more interested in exploring the environment,,4,3,2,3,1,No,,,5,very excited and jumped up at handler,,4,A slight inquisitive look but quick recovery ,,,,,,,,,,
Zander,11-28-IZ,2,Allyce,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,28/01/2020,10/03/2020,W,08/05/2020 11:22:00,,2,5,1,,,1,,,2,1,1,2,,,4,,,2,Getting bored and wants to lie down,,2,3,,when finally in down he settles down nicely - didnt like lying on the platform as much,,4,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,3,3,2,4,2,2.0,1.0,3.0,3,3,6,,,,4,Slight whine and quite restless and anxious to get the kong,,None,4,2,1,,2,,,5,0,,,,1,1,1,2,1,1,1,2,1,2,2,No,,,,1,1,3,,2,,,3,4,1,2,1,No,,,3,,,3,,,,,,,,,,,
