Name,Code,Data Collection Number,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,Data Collection Date,End Date,Status,Timestamp,Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Start Time (MM:SS) ,Call Back-Response,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Start Time (MM:SS) ,Standing-Attempts ,Standing-Response,Sitting-Start Time (MM:SS) ,Sitting-Attempts,Sitting-Response,Lying-Start Time (MM:SS) ,Lying-Attempts,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Body check-Start Time (MM:SS),Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea towel-Second Response [Indifferent],Tea towel-Second Response [Turns head],Tea towel-Second Response [Attempts to/Removes towel by moving],Tea towel-Second Response [Attempts to/Removes towel with mouth],Tea towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Distractions-Start Time (MM:SS),Distractions-First Response [Object],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Object],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Finish Time (MM:SS) ,Kong-Concentration-Start Time (MM:SS) ,Kong-Concentration-Response ,Kong-Retrieve-Start Time (MM:SS) ,Kong-Retrieve-Lateralisation,Kong-Retrieve-Response to stimulus,Kong-Retrieve-Response to assessor,Kong-Retrieve-Back,Kong-Retrieve-Finish Time (MM:SS),Dog-Start Time (MM:SS) ,Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Relaxing],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Attention Seeking],Crate-Behaviours [Digging],Crate-Behaviours [Licking/Mouthing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Response,Crate-Urinating,Crate-Finish Time (MM:SS),Petting-Start Time (MM:SS),Petting-Stimulus,Petting-Holding dog,Petting-Finish Time (MM:SS),Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Locomotion],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Noise-Time (MM:SS),Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Data Collection Date,Data Collection Number,Short Barks Count,Continuous Barks Duration,Continuous Barks Count,Whines Duration,Whines Count,Shakes Count,Jumps Count
Kirby,10-15-LK,2,Con,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,08/01/2020,20/07/2020,AD,2/5/2020 17:22:21,4,2,01:22,1,01:31,2,1,1,2,02:41,1,4,04:26,2,3,03:36,1,4,3,05:22,05:42,3,No,No,06:07,06:58,Yes,No,No,No,No,Yes,No,No,No,No,07:19,07:48,1,3,1,1,1,2,2,4,2,3,08:17,08:32,3,08:56,None,2,1,1,09:09,09:29,3,0,09:50,10:01,2,4,2,1,1,1,1,1,1,No,11:16,11:23,1,Never,11:35,11:42,3,3,1,1,1,No,12:45,13:22,na,00:15; 01:42,na,na,na,na,na,02:10; 02:31,na,na,08/01/2020,2,,,,,,2.0,
Kain,11-11-IK,2,Con,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,16/01/2020,15/07/2020,AD,2/5/2020 17:41:38,3,2,01:05,1,01:13,2,1,1,2,01:56,1,4,03:02,2,3,04:05,1,4,3,05:06,05:20,3,No,No,06:00,06:20,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,06:37,07:18,6,1,2,5,2,3,2,5,3,3,08:42,09:09,4,09:42,Both,3,1,2,10:01,10:29,4,0,10:53,11:06,1,3,1,3,1,1,3,1,2,No,12:13,12:23,1,Never,12:42,12:54,4,1,1,3,3,No,14:37,15:24,07:50; 09:23,00:03; 00:39,na,11:48; 11:53; 12:05; 14:16,14;04; 14:11; 14:19; 14:27,,,,,,16/01/2020,2,5.0,,,4.0,4.0,2.0,2.0
Gav,07-12-LG,2,Con,,M,G,Home Bred,Rose,15/04/2018,16/06/2019,14/10/2019,28/01/2020,AD,2/6/2020 13:18:36,3,2,01:22,1,01:34,1,1,1,2,02:36,2,3,03:50,2,3,04:45,5,1,2,06:16,06:29,3,No,No,07:20,07:41,No,No,Yes,No,No,No,Yes,Yes,No,No,08:19,09:04,2,3,3,1,2,2,2,4,2,3,09:34,09:57,3,10:30,Both,3,1,2,11:31,11:55,4,2,12:25,12:37,1,4,1,1,1,2,1,1,1,No,14:21,14:37,1,Never,15:02,15:14,4,2,1,1,1,No,16:34,17:25,na,00:22; 07:36; 07:42; 08:24,na,na,na,na,na,na,na,13:44,14/10/2019,2,,,,,,4.0,
Emmy,04-08-LE,2,Con,LRx,F,E,IGDB,Graham,12/03/2018,24/04/2019,12/08/2019,19/08/2019,W,2/6/2020 13:42:07,4,1,01:22,1,01:31,1,1,1,2,02:46,1,4,04:26,1,4,05:45,1,4,4,06:47,07:41,3,No,No,08:14,08:24,Yes,No,No,No,No,Yes,No,No,No,No,08:53,09:29,1,2,2,2,2,2,2,2,1,1,10:08,10:32,3,11:11,None,3,1,2,11:54,12:15,1,0,12:41,12:58,1,2,3,1,1,1,2,1,2,No,14:13,14:23,2,Never,14:45,14:53,4,3,1,1,1,No,16:14,16:37,na,00:14,na,13:52,na,na,na,na,na,na,12/08/2019,2,,,,1.0,1.0,1.0,
Jojo,08-13-LJ,2,Con,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,14/11/2019,29/11/2019,AD,2/6/2020 13:59:34,4,1,01:08,1,01:14,1,1,1,2,02:07,2,3,03:11,1,4,04:11,3,2,2,05:15,05:23,3,No,No,05:46,05:58,Yes,No,No,No,No,Yes,No,No,No,No,06:18,06:48,2,2,2,2,1,2,1,1,1,1,07:05,07:25,4,08:02,None,3,2,2,08:42,09:09,7,1,09:41,09:48,1,3,3,2,4,1,1,1,2,No,10:52,11:02,1,Never,11:11,11:19,4,3,2,1,1,No,12:33,13:04,07:21; 07:31; 12:42,00:54; 01:39; 08:58,na,na,na,na,na,na,na,na,14/11/2019,2,,,,,,3.0,3.0
Zac,07-04-LZ,2,Con,LR?,M,Z,Ext breeder,Rose,04/06/2018,02/07/2019,18/09/2109,25/10/2019,W,2/6/2020 14:18:29,4,1,01:00,2,01:06,2,2,2,2,02:23,1,4,04:53,1,4,03:23,3,2,2,05:36,05:45,3,No,No,06:06,06:16,No,No,Yes,No,No,No,Yes,No,Yes,No,06:45,07:32,4,2,4,3,4,2,3,4,2,3,08:19,08:42,4,09:05,Righ,3,1,1,09:40,10:15,6,1,10:30,10:41,1,3,2,1,4,1,1,1,2,No,12:01,12:05,2,Never,12:15,12:25,4,3,1,1,1,No,13:34,14:07,08:47; 08:55; 08:58; 09:00,00:17; 02:30; 06:23; 12:13,na,na,na,na,na,na,na,na,18/09/2109,2,,,,,,4.0,4.0
Kirby,10-15-LK,1,Con,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,01/11/2019,20/07/2020,AD,2/6/2020 14:37:57,4,1,01:13,1,01:20,1,1,1,3,02:50,2,3,04:04,1,4,04:43,1,4,4,05:50,06:04,3,No,No,06:25,06:45,Yes,No,No,No,No,Yes,Yes,No,No,No,07:13,08:09,1,2,3,4,2,2,2,3,2,3,08:48,09:02,3,09:44,None,3,2,2,10:10,10:39,3,0,11:23,11:31,1,4,3,1,1,1,1,1,1,No,12:38,12:46,1,Sometimes,13:14,13:23,4,1,2,1,3,No,14:43,15:27,na,01:59,na,na,13:49; 13:54; 14:01,na,na,01:00,na,na,01/11/2019,1,3.0,,,,,1.0,
Mara,11-12-IM,1,Con,LRxGR,F,M,IGDB,Mags,25/08/2018,12/11/2019,18/12/2019,03/01/2020,W,2/7/2020 17:02:01,4,1,01:18,1,01:24,2,2,2,2,02:22,1,4,03:09,3,3,04:16,1,4,4,05:21,06:00,3,No,No,06:51,07:08,Yes,No,No,No,No,Yes,No,No,No,No,07:29,07:56,3,3,2,4,2,3,3,3,2,3,08:53,09:12,3,09:47,,3,1,2,09:57,10:33,5,1,10:50,10:59,1,4,2,1,1,1,1,1,1,No,12:47,12:53,1,Never,13:05,13:20,3,3,2,1,1,No,14:44,15:31,na,01:07; 07:00; 10:05; 13:12,na,na,na,na,na,13:25; 13:34,na,na,18/12/2019,1,,,,,,4.0,
Meg,11-22-IM,1,Con,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,12/12/2019,31/01/2020,W,2/7/2020 17:23:30,3,3,08:04,1,08:08,1,1,1,3,09:25,1,4,10:47,1,4,na,0,1,3,13:04,13:15,3,No,No,13:45,14:02,Yes,No,No,No,No,Yes,Yes,No,No,No,14:24,15:00,3,2,2,2,1,3,2,2,2,2,15:24,15:43,3,16:16,None,3,2,2,16:34,16:52,3,0,17:17,17:29,1,,,,,,,,1,No,na,na,2,,na,na,1,1,1,1,1,No,na,na,na,00:06; 02:54,na,na,na,na,na,na,na,09:18,12/12/2019,1,,,,,,2.0,
Lexie,11-26-IL,1,Con,LR,F,L,IGDB,DSM,17/08/2018,19/11/2019,12/12/2019,20/07/2020,AD,2/7/2020 17:39:25,4,1,01:09,1,01:14,2,2,2,3,02:20,1,4,03:20,2,4,04:16,1,4,4,05:26,na,3,,,na,05:32,Yes,No,No,No,No,Yes,No,No,No,No,05:59,06:38,3,3,2,1,1,2,1,1,1,1,06:59,07:27,3,07:48,None,3,2,3,08:23,09:28,3,0,09:54,10:04,1,4,2,1,1,1,1,1,1,No,11:15,11:25,3,Never,11:31,11:37,3,3,2,1,1,No,13:16,13:44,06:44; 11:25; 11:29,00:25; 09:12; 12:15,na,na,na,na,na,na,na,na,12/12/2019,1,,,,,,3.0,3.0
Lexie,11-26-IL,2,Con,LR,F,L,IGDB,DSM,17/08/2018,19/11/2019,30/01/2020,20/07/2020,AD,2/7/2020 18:01:30,4,1,01:20,1,01:26,1,1,1,3,02:30,1,4,03:18,1,4,04:28,1,4,2,05:37,05:48,3,No,No,06:13,06:26,Yes,No,No,No,No,Yes,Yes,No,No,No,06:48,07:28,2,3,1,1,1,2,1,1,2,2,07:51,08:08,2,08:44,None,3,2,2,09:09,09:30,3,0,09:58,10:19,1,4,2,1,1,1,1,1,1,No,12:22,12:43,2,Sometimes,13:05,13:13,3,3,2,1,1,No,14:31,15:04,na,00:07; 06:33; 13:28,na,na,na,na,na,13:22,,,30/01/2020,2,,,,,,3.0,
Meg,11-22-IM,2,Con,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,30/01/2020,31/01/2020,W,2/7/2020 18:18:54,4,1,01:17,1,01:25,2,1,1,2,02:16,1,4,03:17,1,4,04:12,1,4,4,05:18,5:33,3,No,No,06:22,06:36,Yes,No,No,No,No,Yes,No,No,No,No,06:45,07:25,3,3,3,4,1,3,2,1,2,2,08:20,08:52,3,09:23,Righ,3,1,2,09:37,10:12,3,0,10:42,11:02,1,3,3,1,1,1,1,1,1,No,12:12,12:17,2,Never,12:32,12:39,4,1,1,1,1,No,14:16,14:48,na,00:33; 08:00,na,na,na,na,na,na,na,na,30/01/2020,2,,,,,,2.0,
Jessie,11-25-IJ,2,Hazel,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,28/01/2020,31/07/2020,GD,2/8/2020 14:13:03,4,1,1:14,1,1:21,1,1,1,2,2:09,3,3,3:16,1,4,4:05,3,3,2,5:13,5:18,4,No,No,5:40,5:59,Yes,No,No,No,No,Yes,No,No,No,No,6:39,7:09,3,3,3,4,1,2,2,4,2,3,7:41,8:07,3,0:05,Left,2,1,2,0:25,0:59,6,0,1:20,1:36,1,1,3,3,2,3,2,1,2,No,12:15,12:16,1,Never,12:18,12:32,3,3,1,1,1,No,3:18,3:53,,,na,02:03-02:05; 02:10,,,,,,3:19,28/01/2020,2,,,,3.0,2.0,,
Goober,07-01-LG,2,Hazel,LRxGR,M,G,IGDB,Graham,15/04/2018,02/07/2019,17/09/2019,03/02/2020,GD,2/8/2020 15:50:21,4,1,1:15,2,1:28,1,1,1,3,3:05,1,4,5:04,2,3,6:50,1,2,1,7:46,7:56,4,No,No,8:33,8:52,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,9:18,11:20,2,1,2,4,1,3,4,2,2,2,12:30,12:46,3,13:36,Both,3,1,2,14:09,14:40,6,3,15:25,16:02,3,4,1,1,1,1,1,1,1,No,17:03,17:09,2,Never,17:33,17:40,3,2,1,1,1,No,1:04,2:27,12:10,0:35,na,na,,,,,,3:24,17/09/2019,2,,,,,,1.0,1.0
Eliza,05-22-LE,2,Con,is this the same as LRx?,F,E,IGDB,Catherine,12/03/2019,28/05/2019,12/08/2019,12/11/2019,W,2/13/2020 17:36:08,3,3,01:14,1,01:30,1,1,1,2,02:22,1,4,03:14,2,3,04:29,1,4,4,05:25,05:40,3,No,No,06:20,06:44,Yes,No,No,No,No,Yes,No,No,No,No,07:14,07:54,2,3,3,2,3,2,2,2,1,1,08:30,09:21,2,09:56,None,1,1,1,10:11,10:45,3,0,11:20,11:43,1,3,4,1,2,1,1,1,1,No,13:08,13:26,1,Never,13:32,13:45,3,3,1,1,1,No,15:03,15:45,,,na,na,,,,09:27,,,12/08/2019,2,,,,,,,
Herbie,07-02-LH,2,Con,LRxGR,M,H,IGDB,Graham,05/11/2018,02/07/2019,17/09/2019,,GD,2/13/2020 17:55:43,3,3,01:41,1,01:50,2,1,1,2,03:05,1,4,04:20,2,3,05:34,4,1,2,06:49,07:05,2,No,No,07:55,08:12,Yes,No,No,No,No,Yes,No,No,No,No,08:57,09:55,2,3,2,2,1,2,1,2,2,2,10:16,10:47,3,11:23,Left,3,2,2,12:02,12:33,4,0,12:55,13:02,1,4,1,1,1,1,1,1,1,No,14:30,14:36,1,Sometimes,14:58,15:06,4,1,2,1,1,No,16:04,16:42,11:17,07:31; 08:36,na,na,na,na,na,na,na,na,17/09/2019,2,,,,,,2.0,1.0
Evie,07-03-LE,2,Con,LRxGR,F,E,IGDB,Rose,03/12/2018,02/07/2019,17/09/2019,02/02/2020,GD,2/13/2020 18:10:28,1,4,01:05,1,01:12,1,1,1,2,02:31,1,4,05:18,4,1,04:00,1,4,4,06:30,06:50,3,No,No,07:25,07:36,Yes,No,No,No,No,Yes,No,No,No,No,08:07,08:35,1,2,2,2,1,2,2,2,1,1,09:08,09:27,3,10:03,Both,3,1,2,10:40,10:56,4,0,11:21,11:34,1,4,2,1,1,1,1,1,1,No,12:59,13:03,2,Never,13:28,13:38,4,1,1,1,1,No,15:04,15:29,,,na,na,,,,,,,17/09/2019,2,,,,,,,
Kali,12-01-LK,1,Con,LRxGR,F,K,IGDB,Graham,02/08/2019,11/12/2019,09/01/2020,29/06/2020,GD,2/13/2020 18:54:35,4,1,01:00,1,01:13,2,1,2,2,02:04,1,4,03:05,5,1,03:51,1,4,2,04:46,04:55,3,No,Yes,05:35,05:52,No,No,Yes,No,No,Yes,No,No,No,No,06:15,07:14,3,3,3,1,1,3,2,1,1,1,07:46,08:08,3,08:09,Left,3,2,1,08:48,09:15,4,1,09:33,09:51,1,4,2,1,1,1,1,1,1,No,11:05,11:08,3,Never,11:26,11:35,3,3,3,1,1,No,12:41,13:20,06:15,00:38; 05:55,na,na,na,na,na,na,na,na,09/01/2020,1,,,,,,2.0,1.0
Minnie,12-02-LM,1,Con,LR,F,M,IGDB,Rose,25/08/2018,09/12/2019,09/01/2020,21/07/2020,GD,2/13/2020 19:21:04,4,1,01:41,1,01:45,2,1,1,2,02:50,1,4,03:38,2,3,04:44,2,3,2,05:30,05:39,2,No,No,06:08,06:23,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,06:49,07:27,6,3,3,4,1,2,2,2,2,3,08:11,08:31,3,08:57,Both,3,1,4,10:02,10:25,3,0,10:46,11:00,1,2,2,3,3,1,3,1,3,No,12:13,12:18,3,Never,12:23,12:33,4,3,2,1,1,No,14:26,14:55,01:37,01:13; 06:54; 12:23,na,11:21; 11:27; 11:52; 12:06,na,na,na,na,na,na,09/01/2020,1,,,,4.0,4.0,3.0,1.0
