Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Earl,04-02-LE,1,2019-05-20,A,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-29,219 days,AD,Success,Medical,15:28:25,0:15:18,,5.0,1.0,1.0,,,1.0,,,2.0,1.0,1.0,2.0,,,3.0,,,4.0,Sat without being asked and assessors decided to do the sit first. ,,3.0,4.0,,,,1.0,3.0,No,No,,,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,Subtle change in neutrality on second attempt - tail stops wagging and body stiffens slightly,,1,2,4,1,3,2.0,2.0,3.0,2.0,2.0,4.0,,,,2.0,"Calm approach, happy with tail wagging, no jumping up or exhibition of inappropriate behaviour",,Left,3.0,1.0,1.0,,2.0,,,1.0,1.0,,Difficult to ascertain whether Earl is interested or cautious without him moving so as to properly read his body language 100% accurately but his tail doesnt appear to moving and he keeps looking toward Ciara in an uncertain way. ,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Yes,,,,2.0,1.0,3.0,,4.0,,,3.0,3.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,3.0,5.0,1.0,1.0,2.0,4.0,1.0,3.0,3.3333333333333335,36.0,2.0,1.8333333333333333,0.5,2.0,8,2.5,36.0,0.5,2.0,12.0,1.0,1.0,1.0,1.0,0.0,2.0,12.0,1.75,6.0,1.0,1.0,2.5,6.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,3.6666666666666665,48.0
Earl,04-02-LE,1,2019-05-20,B,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-29,219 days,AD,Success,Medical,15:28:25,0:15:18,,5.0,1.0,1.0,,,,dog didn't move from beside the handler,,1.0,2.0,1.0,3.0,dog shows signs of stress by panting and occasionally biting the lead,,3.0,,,4.0,,,2.0,2.0,,panting during this time,,,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,1,3,4,1,4,3.0,3.0,4.0,3.0,2.0,4.0,,,,2.0,"dog sat and waited, looked away once",,Left,3.0,1.0,1.0,,2.0,,,4.0,1.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Yes,,"may not have gone prior to test, may have a health problem",,1.0,1.0,3.0,,4.0,,,2.0,3.0,1.0,1.0,1.0,No,,"stayed at the gate initially, strolled around sniffing and went back to the gate",4.0,,,,4.0,,,,,,,,,,,,,,3.0,5.0,1.5,2.0,2.5,6.0,1.0,4.0,3.0,24.0,3.0,2.5,0.5,2.25,12,3.5,144.0,1.25,2.0,12.0,2.5,4.0,1.0,1.0,,2.0,12.0,1.75,6.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.3333333333333333,2.0,2.0,3.6666666666666665,48.0
Earl,04-02-LE,2,2019-07-03,A,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-29,219 days,AD,Success,Medical,14:34:35,0:16:56,,5.0,3.0,3.0,,,1.0,,,2.0,1.0,1.0,2.0,,,4.0,,,2.0,,,1.0,3.0,,,,2.0,3.0,No,No,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,Once again - very subtle changes in neutrality,,1,2,3,3,3,2.0,2.0,3.0,2.0,2.0,4.0,,,,4.0,"Excited when first saw kong with handler, lifted hind quarters to sniff the kong during the concentration phase, and very locked stares",,Left,3.0,1.0,2.0,,2.0,,,3.0,1.0,,,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,1.0,1.0,1.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,,4.0,15.0,1.0,1.0,2.0,4.0,1.0,3.0,2.3333333333333335,8.0,2.5,0.5,0.5,2.25,18,2.5,36.0,0.25,2.75,48.0,2.0,3.0,1.0,1.0,0.0,1.75,6.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,0.0,3.6666666666666665,48.0
Earl,04-02-LE,2,2019-07-03,B,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-29,219 days,AD,Success,Medical,14:34:35,0:16:56,,4.0,2.0,1.0,,,2.0,,,1.0,1.0,1.0,3.0,dog shows stress at times by biting the lead,,4.0,,,2.0,hard to tell how many times she asked to sit and also used food,,1.0,2.0,,started on platform and then on the ground,,2.0,3.0,No,No,,moves head away,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,1,3,4,3,3,3.0,3.0,3.0,2.0,2.0,4.0,,,,2.0,settled,,Left,3.0,1.0,2.0,,2.0,,,4.0,1.0,,dog explores near the handler for a few seconds,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,1.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,2.5,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.3333333333333335,8.0,2.5,0.5,0.5,2.75,36,3.0,81.0,0.25,2.25,24.0,2.5,4.0,1.5,2.0,1.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,0.0,3.6666666666666665,48.0
Douglas,04-03-LD,1,2019-05-20,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,Fail,Fail,13:36:29,0:15:12,,2.0,4.0,2.0,,,1.0,,,2.0,1.0,1.0,2.0,,3,2.0,,,4.0,Restless sit but maintained with handler support,,3.0,1.0,,"Very unsettled, shifting weight and needing constant handler support. Tail wagging and broke the stay at the end. ",,3.0,3.0,No,No,,"Change in demeanour, stiffened body posture but happy to wait until the check is complete",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,,,4,3,3,6,1,2.0,2.0,6.0,3.0,3.0,6.0,,,,5.0,"Attempted to get the kong as soon as handler had it in her hands, sat very fixated on kong, jumping up at handler toward end, and very eager throughout the concentration phase ",,Both,4.0,1.0,3.0,,3.0,,,6.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,5.0,,,3.0,2.0,1.0,2.0,1.0,No,,,4.0,,,,4.0,,Minor startle - quick recovery. Investigates noise source (bucket),,,,,,,,,,,,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,3.0,24.0,3.0,2.5,1.8333333333333333,4.0,216,2.75,24.0,-1.25,3.75,180.0,3.5,6.0,1.0,1.0,0.0,2.5,27.0,1.5,4.0,1.6666666666666667,3.0,2.5,4.0,2.5,4.0,3.0,5.0,2.0,6.0,1.0,4.333333333333333,80.0
Douglas,04-03-LD,2,2019-07-04,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,Fail,Fail,14:31:54,0:17:35,,1.0,5.0,1.0,,,1.0,,,2.0,1.0,1.0,2.0,,,4.0,A little distracted by handlers treat pouch but maintained stand wait well,,3.0,,,1.0,1.0,,"Broke down stay numerous times. Change of handler? Distracted, and potential stubbornness - wanting food reward. ",,2.0,3.0,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,2,3,6,2,2.0,3.0,6.0,4.0,4.0,4.0,,,,5.0,"Overly excited, mouthing at and jumping at handler for the kong. Eager to receive and struggles to maintain composure",,Both,4.0,3.0,5.0,,4.0,,,6.0,2.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,3.0,2.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,Minor startle - quick recovery and then investigates noise source (bucket),,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,16.0,3.0,15.0,2.6666666666666665,12.0,2.5,1.8333333333333333,2.5,3.5,108,3.25,72.0,-0.25,4.5,400.0,4.0,12.0,1.5,2.0,-1.0,1.75,8.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,1.0,3.6666666666666665,48.0
Emmy,04-08-LE,1,2019-06-18,B,LRx,F,E1,IGDB,2018-03-12,2019-04-24,2019-08-19,117 days,W,Fail,Fail,14:24:05,0:16:39,,3.0,3.0,2.0,walks slowly around sniffing,,1.0,,,1.0,1.0,1.0,4.0,dog was very anxious in one corner which may have been due to a number of things such as the hoover under the camera which meant she didn't want to walk in a circle.,,1.0,"didn't use platform, platform made a slight noise when it went down, dog very anxious",,2.0,,,4.0,3.0,,"dog slid into when trying to do a sit, not asked but did the down instead of the sit. dog anxious but stayed down and did some sniffing.",,,3.0,No,No,,handler said that dog wouldn't go on the tale so they didn't try,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,picks tea towel up,,4,3,3,4,3,3.0,3.0,3.0,2.0,2.0,4.0,,,,2.0,"took a while to sit, then stands, then dog walks away eventually towards the end for a little while handler encourages back with treat",,Left,3.0,1.0,1.0,,2.0,handler put dog into a down,,5.0,2.0,,"dog not very interested initially, had a sniff near the handler and then went towards the other dog",,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,No,,dog constantly panting ,,1.0,1.0,3.0,,4.0,eventually moves away from handler,,3.0,2.0,1.0,3.0,1.0,No,does one small circle steadily walking,,4.0,,,,4.0,,initially a mild reaction to the sound and on the 2nd round she stopped and needed lots of encouragement. ,,,,,,,,,,,,2.5,6.0,1.0,1.0,2.0,4.0,1.0,3.0,2.3333333333333335,8.0,3.0,3.5,3.5,3.5,144,3.0,81.0,-0.5,2.0,12.0,3.5,10.0,1.5,2.0,-1.0,2.75,54.0,1.5,3.0,2.6666666666666665,18.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,9.0,1.0,3.6666666666666665,48.0
Emmy,04-08-LE,2,2019-08-12,B,LRx,F,E1,IGDB,2018-03-12,2019-04-24,2019-08-19,117 days,W,Fail,Fail,14:21:07,0:17:43,,2.0,4.0,1.0,more settled,,1.0,,,1.0,1.0,1.0,4.0,,,4.0,handler stayed beside the dog crouched down constantly petting the dog,,4.0,"dog sat naturally, handler supported dog with mod petting",,4.0,3.0,,handler stayed down beside the dog giving support,,2.0,3.0,No,No,,"dog initially refused and the put only front paws, dog not lifted and exam done on the ground",,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,"follows handler around, turn heads initially to see",,1,4,4,3,2,3.0,2.0,2.0,1.0,1.0,4.0,,,,2.0,sits but looks away regularly,,Both,3.0,2.0,2.0,,2.0,,,4.0,1.0,,handler took a step away but dog stayed sitting,,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,calmly interacts with handler stood up while petting the dog ,,3.0,2.0,1.0,2.0,1.0,No,,strolled calmly around,4.0,,,,5.0,,"bucket was taken out, as had been there from pervious time, dog anticipated the noise, first time bucket was placed and minor reaction, second time dog reacted prior to bucket being placed down",,,,,,,,,,,,1.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,64.0,2.5,1.6666666666666667,1.6666666666666667,3.0,48,2.25,24.0,-0.75,2.25,24.0,2.5,4.0,1.0,1.0,0.0,1.75,8.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,6.0,1.0,3.6666666666666665,48.0
Fargo,04-05-LF,1,2019-05-23,A,LR,M,F1,IGDB,2018-03-16,2019-04-24,2019-11-25,215 days,GD,Success,Success,13:54:52,0:14:32,,3.0,4.0,3.0,,,1.0,,,3.0,2.0,1.0,3.0,"While there was one time where Fargo sniffed the crate and it appeared like he was pulling, I would say this was more orientation than pulling. He was very distracted by his environment but never pulled out to attempt to approach any of the stimuli. Every now and then the tension on the lead went very slack and Fargo was falling behind but with minimal handler input he re-assumed his heel position. ",,2.0,Fargo broke his stand and was never asked to re-assume. He reassumes of his own accord later in the recording and then breaks it once more. . I have marked this as three attempts,,3.0,"Fargo assumed a sit, stand approach. The sit wasnt ever requested but was given as a response. However, he never maintained this sit and was constantly between the two behaviours. However, he is seated more than he stands and so i have marked this as 2 attempts",,4.0,2.0,,Fargo shifts his weight backward slightly. Handler is crouched beside him throughout the position and he is very engaged with the handler. I feel he would have likely broke this position without the level of support given. He is also seen sniffing. Definitely not settled enough considering the level of handler support he is given. ,,4.0,3.0,No,No,,Wasnt happy with paws being touched at all and a definite stiff body posture but was co-operative throughout.,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,"While there was a very slight change in neutrality on the first response - it was barely noticeable. I did note, however, that the tea towel was not folded.",,6,2,3,2,2,2.0,2.0,3.0,3.0,3.0,4.0,,Picks the teddy up during the first phase,,4.0,Does lift hindquarters but sits back down without any handler intervention. Stares with profound interest but maintains good composure,,Righ,3.0,1.0,1.0,,1.0,Dog and handler very close to gate - so no need to follow,,6.0,2.0,,Is not called back but does go back to handler of own accord,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,1.0,2.0,,1.0,No,,Sounds like a slight whimper toward the middle - but not sure,4.0,,,,4.0,,"Very minor startle - did run toward the source but not excessively and was quite near to it to begin with. Good recovery,.",,,,,,,,,,,,3.0,9.0,1.5,2.0,3.0,9.0,1.5,7.0,3.0,24.0,3.5,0.5,0.0,3.25,72,2.25,24.0,-1.0,2.25,12.0,4.0,12.0,1.5,2.0,-1.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.5,4.0,-1.0,3.3333333333333335,36.0
Fargo,04-05-LF,2,2019-07-03,A,LR,M,F1,IGDB,2018-03-16,2019-04-24,2019-11-25,215 days,GD,Success,Success,15:09:06,0:16:39,,2.0,4.0,1.0,A little body sensitive - not liking the strap,,1.0,,,1.0,1.0,1.0,2.0,,,3.0,"Sat without being asked, and then re-assumed his stand (also without being asked) but then maintained it afterward although quite distracted",,1.0,"Broke the sit by standing, sat immediately after but then shortly after that lay down without being requested to. Maintained the down position until the very near the end- sit position not corrected. Was then asked to re-assume the sit by the assessor and maintained",,4.0,3.0,,"While he did not break the down position when he assumed it of his own accord, he was not asked to do this. I have, however, recorded it as excellent (1 attempt) as he didnt officially break it. ",,4.0,3.0,No,No,,Not completely happy with paws being checked but cooperative nonetheless.,,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,,Shakes on second attempt,,1,2,2,4,2,2.0,2.0,4.0,2.0,2.0,4.0,,Only really distracted by the food - good handler intervention or I feel the reaction would have been more than a mere pause,,4.0,"Breaks sit throughout, circles handler and also tries to exhibit good behaviour to get the handler to give the kong (lies down)",,Righ,3.0,1.0,2.0,,2.0,On lead ,,6.0,,,Does go to dog immediately but quickly loses interest and explores. Call back NA as handler doesnt call back but rather goes toward Fargo and puts him on lead.,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,No,,,,1.0,1.0,2.0,,4.0,,,4.0,1.0,1.0,1.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.6666666666666665,12.0,3.5,1.0,1.1666666666666667,2.25,16,2.5,32.0,0.25,2.75,48.0,6.0,6.0,1.0,1.0,,1.5,4.0,1.25,2.0,1.0,1.0,1.5,2.0,1.5,2.0,2.5,4.0,2.0,4.0,0.0,3.3333333333333335,32.0
Elf,04-07-LE,1,2019-05-22,A,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-25,215 days,GD,Success,Success,15:27:46,0:15:39,,4.0,3.0,2.0,,,1.0,No need for call back ,,3.0,1.0,1.0,2.0,Loads of scenting,,4.0,Didnt use platform,,3.0,Broke when assessor spoke but otherwise excellent,,1.0,1.0,,"Starts ignoring the command when bored, and paws at handlers hand. Reluctant to maintain. And when he is laying down he is scenting quite alot ",,4.0,3.0,No,No,,Doesnt like hind quarter paws check,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,Only slight change in demeanour (stopped wagging tail) on second response. Inaudible groan - not sure if from him or from the crate dog for dog distraction,,3,2,3,5,2,2.0,2.0,5.0,3.0,3.0,4.0,,,,4.0,"lifts hindquarters briefly, yawns, intense start, whine, gets up and explores when he feels like he is not going to be getting it. ",,None,3.0,3.0,1.0,,2.0,,,2.0,1.0,,While there is a mild interest - as he is following the dog visually - he doesnt not make any attempt to go toward the dog. ,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,6.0,"Took blanket out of the crate and didnt want to let go, even goes back for it when it is taken from him but this was definitely attention seeking behaviour as he drops the blanket when handler is out of sight and shows no interest thereafter.Also gives a small whine. ",,4.0,1.0,1.0,2.0,1.0,No,,,5.0,Activated body language but not over the top. Ignores the blanket,,,4.0,,No startle - but did want to investigate,,,,,,,,,,,,3.0,8.0,1.0,1.0,3.0,9.0,2.0,8.0,2.6666666666666665,12.0,3.5,1.0,0.5,3.25,90,2.75,40.0,-0.5,2.5,24.0,1.5,2.0,1.0,1.0,0.0,2.75,36.0,1.75,6.0,1.6666666666666667,4.0,2.5,4.0,2.5,4.0,3.5,6.0,2.3333333333333335,8.0,0.0,5.0,120.0
Dugg,05-01-LD,1,2019-05-22,B,LRxGR,M,D1,IGDB,2018-02-11,2019-05-01,2019-10-25,177 days,AD,Success,Success,14:15:42,0:15:00,,1.0,5.0,1.0,,,2.0,,,1.0,1.0,1.0,3.0,dog nice and relaxed,,3.0,,,2.0,"dog got up from the sit, asked again and dog ended up moving off the platform and reproached",,2.0,2.0,,moved from platform to ground handler stayed crouched beside the dog,,2.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,6,2,3,6,5,4.0,4.0,5.0,4.0,5.0,4.0,,highly distracted by food and teddy,,5.0,"initially sniffed around until dog realised that handler had a kong, then sat, stood and eventually jumped at handler x 3",,None,3.0,1.0,1.0,,2.0,,,6.0,3.0,,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,No,,,,1.0,3.0,3.0,,4.0,"dog picked up fleece from crate, handler initially held collar and then put dog on lead.",,4.0,2.0,2.0,1.0,4.0,No,,,5.0,"no petting took place, actively followed handler and handler put him on the lead. settled then",,,4.0,,very mild look at the bucket when it dropped,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.5,20.0,3.5,19.0,2.3333333333333335,12.0,2.5,2.5,2.5,4.25,216,4.5,400.0,0.25,2.75,30.0,4.5,18.0,2.5,6.0,-1.0,3.25,108.0,1.25,2.0,3.3333333333333335,36.0,2.0,3.0,3.0,9.0,3.5,12.0,3.0,16.0,0.0,4.0,60.0
Dugg,05-01-LD,2,2019-07-17,B,LRxGR,M,D1,IGDB,2018-02-11,2019-05-01,2019-10-25,177 days,AD,Success,Success,14:50:56,0:12:48,,2.0,4.0,2.0,,,,dog came back and stood in front of handler and then handler put lead on ,,2.0,2.0,1.0,3.0,,,3.0,,,2.0,"ended up getting up and back paws went off the platform, handler had to reproach the platform",,3.0,3.0,,"as down went down on platform he was half off the platform, hander did down on ground ",,3.0,3.0,No,No,,went up on table on 2nd aproach,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,1,4,2,3.0,3.0,3.0,3.0,2.0,4.0,,,,2.0,would look away only briefly ,,Left,3.0,1.0,1.0,,2.0,,,5.0,,,"dog was near handler, handler moved and dogfollowed",,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,No,,,,2.0,1.0,4.0,,5.0,,,3.0,2.0,2.0,3.0,2.0,No,,,5.0,,,,4.0,,,,,,,,,,,,,,2.0,4.0,1.5,2.0,2.5,6.0,1.0,4.0,2.6666666666666665,18.0,3.0,2.5,2.5,2.75,36,2.75,54.0,0.0,2.0,12.0,5.0,5.0,,1.0,,2.75,54.0,2.5,36.0,2.6666666666666665,18.0,3.0,8.0,2.5,4.0,3.0,5.0,2.6666666666666665,18.0,0.0,4.666666666666667,100.0
Elf,04-07-LE,2,2019-07-03,A,LRx,M,E1,IGDB,2018-03-12,2019-04-24,2019-11-25,215 days,GD,Success,Success,15:39:45,0:15:12,,5.0,5.0,1.0,He was sniffing and exploring but didnt veer too far off from his handler for the most part and went only as far as a few feet in total,,1.0,,,3.0,4.0,3.0,1.0,Loads of tension during the walk - so much so that you can hear the tension in the collar from his excessive panting and wheezing ,,3.0,"Sat down immediately after being told to sit - no stand demonstrated at first. Demonstrated stand at the end. Gave him the benefit of doubt and instead of an official 3 attempts I counted as 2 attempts as he was originally asked to stand when he ignored it/didnt understand it and sat, and then once when he broke it toward the end ",,4.0,Sat without being asked - when he was actually asked to stand. Maintained this position however and didnt break it once ,,4.0,3.0,,A slight bit of scenting and in good posture while lying - but not relaxed I wouldnt say. Quite alert to his surroundings,,4.0,3.0,No,No,,I went with co-operative because of his paw sensitivity and because he was a little shaky in his hindquarters when he was being checked. His demeanour also changed slightly ,,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,There was a change to his neutral state but I think not from the tea towel. i believe he heard a food/ recall whistle and it took his mind off of the towel completely and hence I feel he was indifferent but he definitely had a change to his neutral state due to the whistle,,3,2,2,6,1,2.0,2.0,2.0,3.0,4.0,4.0,,I think there was a lot of handler intervention here which does mask alot of what I believe the true behaviour was ,,4.0,"He is very ""all over the place"" - not sure what to be more excited about - the kong or the assessor or the dog barking. But he is definitely showing high interest in the kong. Lifts hind quarters and stands with tail wagging excitedly, whines and lip smacks",,Left,3.0,1.0,1.0,,2.0,,,4.0,1.0,,"Stands from his seated position, tail wagging but does not leave the handlers side",,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Stays standing but makes no attempt to seek attention and remains calm,,1.0,1.0,3.0,,3.0,,,4.0,1.0,2.0,2.0,1.0,No,,,5.0,slight activation - tail wagging quite fast,,,4.0,,No real reaction just impulse to investigate,,,,,,,,,,,,3.0,5.0,3.5,12.0,3.5,12.0,0.0,0.0,3.6666666666666665,48.0,3.5,2.5,0.3333333333333333,3.25,72,1.75,8.0,-1.5,2.5,24.0,2.5,4.0,1.0,1.0,0.0,1.75,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.3333333333333335,8.0,-1.0,3.6666666666666665,45.0
