Timestamp,Dog code,Data Collection Number,Data Collection Date,Assessor,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
4/28/2020 12:59:09,05-11-LE,1,2019-06-13,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,,,1 - on the first command,,,1 - Hardly distracted (1-2),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),,,4 - Excellent (1 attempt),went from a stand into a sit without being asked,,4 - Excellent (1 attempt),3 - reasonably settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,5,4,6,3,5,3,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","7 - gets overly excited, jumps, mouth person",,,,4 - Very interested,"sat, then went into a down",,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,he definitely used his right but dog was lying with his back towards camera,,"4 - Moderately interested in other  dog, moves towards dog after sometime",2 - on the second command or more,,,,1 - without any encouragement,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,NA,NA,NA,,NA,handler didn't interact with dog,,5 - Constantly,1 - Never,1 - Never,3 - Occasionally,1 - Never,No,,,4 - activated approach,"handler commented that they had forgotten to do the petting after the crate, they stayed longer interacting but I didn't score as it didn't happen after the crate.",,,4 - minor reaction,,,,,,,,,,,,,
4/28/2020 13:29:05,05-11-LE,2,2019-07-31,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,,,1 - on the first command,,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),started on platform and then did on the ground,,4 - Excellent (1 attempt),,,4 - Excellent (1 attempt),4 - very settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,5,3,4,3,5,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,2 - Mostly interested,sits and then lies down ,,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,dog was on lead but didn't get up to try and move away.,,"3 - Mildly interested in other dog, does not move",NA,,no call back done as handler walked towards the crate.,,1 - without any encouragement,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,3 - Poor self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,5 - Constantly,1 - Never,1 - Never,2 - Rarely,4 - Mostly,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/28/2020 14:30:15,07-03-LE,2,2019-09-17,Allyce,,,5 - Constantly,2 - Rarely,2 - Rarely,Vocalisation - inaudible - think it might be the crated dog. Evie remained at handlers side the entire time. she sniffed for a little which can be seen as exploration but still remained by the handlers side. ,,NA,Was directly behind handler and no need to be called back,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,Every now and then looks like she falls back but I think this is more to give room for handler to turn corners.,,4 - Excellent (1 attempts),A little bit of sniffing but maintained. ,,2 - Not great (3-4 attempts),Think she is overaware of the platform but this platform is very small so I never counted these broken attempts. When off she went into a down rather than a sit as requested. When asked to upsit she struggled. Then asked to sit and broke a few times. (Body sensitivity?) ,,4 - Excellent (1 attempt),4 - very settled,,Lay down rather than sitting - assessor and handler used this to test her down rather than her sit. Maintained.,,1 - Refuse,3 - Cooperative,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,2,2,2,2,2,2,2,2,1 - not observed (0),"1 - no tension, lead relaxed","4 - positively looks at person, does not engage with them",,,,2 - Somewhat interested,A very small lift in hindquarters here and there - think this is more due to body sensitivity. Well behaved even though she is definitely interested. ,,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",1 - on the first command,,,,1 - without any encouragement,4 - Mostly,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,While she was standing for all of it she did seem settled - no signs of stress like panting etc. ,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,1 - indifferent,,,5 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,A very minor suss - nothing more. Extremely quick recovery ,,,,,,,,,,,
4/28/2020 14:54:25,07-04-LZ,1,2019-07-29,Allyce,,,1 - Never,5 - Constantly,1 - Never,Vocalisation - think it might be from crated dog. ,,3 - did not respond accordingly;,Started to come back but then got distracted and didnt want to come back,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,4 - Excellent (1 attempts),Seemed to be obsessively looking for treats in handlers hands. Tail wagging and very activated but maintained. ,,3 - Good (2 attempts),Sit first exhibited. Quite restless and needed alot of handler support but maintained for the most part. ,,1 - Poor (5+ attempts),1 - very unsettled,,Sniffing and distracted. Got off the platform and handler struggled to regain attention. Need constant support and intervention with many breaks inbetween ,,4 - Willing,4 - Willing,No,No,,was panting but seemed happy otherwise overall.,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Very avoidant regarding having towel draped over him on both occasions,,6,3,4,3,3,2,2,5,3 - sometimes (3-5),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,Car wasnt working - based scores on stationary car. ,,"5 - Overly interested, dog jumps at handler",Very boisterous and misbehaved jumping up at handler regularly. ,,Righ,"4 - Interacts with kong continuously, but intensely",1 - Stays close to handler,"5 - Very reluctant, does not let it go and tries to get it back",,3 - Actively follows the handler,,,"2 - Not interested in other dog, explores environment",1 - on the first command,,more interested in environment and still looking for food in handlers hands ,,1 - without any encouragement,1 - Never,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,NA,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,Vocalisation I think from crated dog rather than Zac but not certain,,1 - slightly playful,2 - Sometimes,"1 - avoids, moves away;",,3 - calmly interacts with the handler,Avoids but out of playfulness and because he is so into the environment - not fear avoidance. When handler holds collar his tail is wagging and he is happy enough,,4 - Mostly,3 - Occasionally,1 - Never,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,Very slight suss with an extremely quick recovery. Did want to investigate ,,,,,,,,,,,
4/28/2020 15:16:31,07-04-LZ,2,2019-09-18,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,Startle when seeing the bucket. High interest in something by the gate,,1 - on the first command,Did turn back to go back to handler even though handler met him kind of half way,,3 - Mostly distracted (5+),2 - rare,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Highly scent distracted and for this reason the platform wasnt used. Very activated and shaking body (displacement / body sensitivity) also still quite distracted by environment and scent and needing alot of handler support,,3 - Good (2 attempts),Was asked to sit but lay down - down response tested first. Good handler intervention as I think he would have broken sit a lot more without it. ,,3 - Good (2 attempts),1 - very unsettled,,Was asked to sit but lay down so down response tested before sit.  Very unsettled and sniffing alot as well as breaking twice.  ,,4 - Willing,3 - Cooperative,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,On second attempt tried to avoid towel being put on his back,,5,3,6,3,5,3,6,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",,,,"5 - Overly interested, dog jumps at handler",Highly activated and jumping up constantly at handler. ,,Both,"4 - Interacts with kong continuously, but intensely",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,As the kong was no longer frozen he learnt that if he lifted and tilted it treats would fall out and so he only interacted to do this and when the treats were no longer falling out with ease. ,,"6 - Very excited, runs after dog instantly",1 - on the first command,,,,1 - without any encouragement,1 - Never,4 - Mostly,1 - Never,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,4 - Mostly,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,Did run to investigate but not stressed I wouldnt say more inquisitive (even after initial startle at the bucket from the beginning),,,,,,,,,,,
4/28/2020 17:38:45,07-01-LG,1,2019-07-29,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,2 - on the second or more,,,1 - Hardly distracted (1-2),2 - rare,2 - mild tension,"3 - Dogs walk occasionally behind the handler, needs encouragement",,,3 - Good (2 attempts),,,4 - Excellent (1 attempt),,,1 - Poor (5+ attempts),1 - very unsettled,,handler used treats ,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,5,5,4,5,5,4,4,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler","broke sit, whined, nudged handler, ",,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,handler stepped away from dog but dog didn't move from the spot. dog gave one bark while he had the kong,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,1 - without any encouragement,2 - Rarely,2 - Rarely,4 - Mostly,1 - Never,1 - Never,1 - Never,4 - Mostly,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,2 - moderately playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/28/2020 19:00:32,07-01-LG,2,2019-09-17,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,2 - on the second or more,handler just used dog's name,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,"3 - Dogs walk occasionally behind the handler, needs encouragement",,,4 - Excellent (1 attempts),,,1 - Poor (5+ attempts),,,1 - Poor (5+ attempts),1 - very unsettled,,"dog wouldn't stay down, dog very slow to sit. dog very stressed",,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,4,1,4,4,3,3 - sometimes (3-5),4 - strong tension,5 - approaches the person,,,,4 - Very interested,dog broke sit and  moved towards the handler,,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"3 - Very reluctant, but let it go",,2 - Calmly follows the handler,,,"6 - Very excited, runs after dog instantly",3 - does not respond accordingly,,"dog wouldn't come back initially, picked up sticker for a chase and eventually came back for a treat.",,3 - needs a lot of encouragement,2 - Rarely,2 - Rarely,4 - Mostly,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,3 - Poor self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,2 - indifferent;,,2 - explorative,,,4 - Mostly,2 - Rarely,2 - Rarely,2 - Rarely,1 - Never,No,,dog was looking for dog nuts that were dropped earlier by accessor,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/29/2020 11:12:23,07-12-LG,1,2019-08-21,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,"Very rare pull for distractions only, and even then very mild. The walking initiative changed a lot - ranging from walking behind to walking beside and ahead. However, he walked at handlers side more than anything else",,3 - Good (2 attempts),Quite distracted - looking for treats in handlers hands and sniffing the platform. Slightly activated. Maintained for the most part. There was a break at the end - handler and assessor decide to continue with a sit from then on ,,1 - Poor (5+ attempts),"Broke sit and walked off the platform, then when asked to sit again he lay down. Lay down, handler continued once that own was broken. Broke a couple times again. ",,1 - Poor (5+ attempts),1 - very unsettled,, ,,4 - Willing,2 - Reluctant,No,No,,Started off being more co-operative. But broke half way through and looked like he wanted to jump off but he still allowed the body check to continue with handler support. ,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,3,2,4,1,3,2,4,6,2 - rare (1-2),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","4 - positively looks at person, does not engage with them",,,,"5 - Overly interested, dog jumps at handler",Unsettled and jumping up at handler after sitting for a short while ,,Both,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"5 - Very reluctant, does not let it go and tries to get it back",,4 - Intensely follows the handler,,,"5 - Very Interested, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,1 - Never,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,2 - Sometimes,"3 - slightly excited, tail wagging",,2 - explorative,Initially interacts calmly with a wagging tail but quickly loses interest and begins exploring (does return),,5 - Constantly,1 - Never,1 - Never,2 - Rarely,4 - Mostly,No,,,3 - calm approach,,,,"6 - strong reaction (jumping, running to/pawing at source of sound, vocalising)",,Immediately ran toward the bucket but not fearful - more inquisitive and excited activation,,,,,,,,,,,
4/29/2020 11:35:21,07-12-LG,2,2019-10-14,Allyce,,,2 - Rarely,5 - Constantly,2 - Rarely,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),1 - very unsettled,,Handler remarks on body sensitivity. Breaks consistently even with constant handler support,,4 - Willing,4 - Willing,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,1,2,2,2,4,2 - rare (1-2),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Lifted hind quarters briefly and then composed himself. Did jump up once on the initial seeing the kong but modulated quickly ,,Both,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"4 - Very reluctant, does not let it go",,2 - Calmly follows the handler,Initially picked up the kong and walked around for a while to find a place to settle with it - definitely would have entered crate if open. After moving around for a while with the kong in his mouth he settles by his handlers feet.,,"4 - Moderately interested in other  dog, moves towards dog after sometime",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,4 - Mostly,2 - Rarely,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,Doesnt lay down but sat very calmly - good self modulation. ,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,While happy and keeps close to handler - not overly interested in play at all,,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
4/29/2020 11:57:14,07-15-LG,1,2019-08-21,Allyce,,,1 - Never,5 - Constantly,1 - Never,Went into crate and settled into a sit for a while. ,,1 - on the first command,,,3 - Mostly distracted (5+),3 - occasionally,2 - mild tension,2 - Dog walks beside /at heel with the handler,Handler remarks on Gilli perhaps needing the toilet. ,,3 - Good (2 attempts),Backs away here and there. might need toilet - handler remarks on dog passing wind,,1 - Poor (5+ attempts),Very unsettled sit,,1 - Poor (5+ attempts),1 - very unsettled,,"Refused to go down and only went down a lure. Needing loads of handler support - handler maintained a crouched position next to her the entire time and without this I think she would have still broken even then a few times,.",,4 - Willing,1 - Escaping/Not willing,No,No,,Wanted to jump off the entire time - stood skew on the table and as soon as she got a gap she jumped off,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,,,3,2,2,4,1,2,3,3,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,4 - Very interested,Wanted to jump but modulated well,,Righ,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",0 - does not leave trainer's side/comes back without being called,,Very little interest - more interest in the environment,,1 - without any encouragement,2 - Rarely,1 - Never,4 - Mostly,1 - Never,1 - Never,2 - Rarely,2 - Rarely,4 - Mostly,3 - Poor self-modulation,4 - Extremely stressed,No,,Strange reaction - happy to go into crate during the familiarisation process and when she received the kong. But not happy to have the gate closed or to be left in there and for handler to ignore - at all. Very vocal ,,1 - slightly playful,1 - Never,"1 - avoids, moves away;",,2 - explorative,More interested in sussing out the environment. Happy to be out and not a fearful response but not interested in play ,,4 - Mostly,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,No,,,2 - explorative,Happy to have handler back but not interested in physical play,,,4 - minor reaction,,Slight lift of the head - inquisitive. Quick recovery,,,,,,,,,,,
